out_transport,flux_sum_min_1,flux_sum_min_2,flux_sum_min_3,flux_sum_min_4,flux_sum_min_5,flux_sum_min_6,flux_sum_min_7,flux_sum_min_8,flux_sum_min_9,flux_sum_min_10,flux_sum_min_11,flux_sum_min_12
MNXM739272[e],2.34752372692828,1.19879980949702,1.23595056726245,4.6492256345994,1.00206496339077,0.819313711504799,3.62795520762573,2.58892010670022,2.21387420876582,1.11717476986786,1.3935536649763,1.56997935267942
MNXM739527[e],9.25976030743295,14.6420493009663,12.3906980452099,24.0457347434227,8.22561245862566,8.51412501596228,15.2583701057132,22.8849595474021,19.7667657386027,6.72858713826674,7.99380871508411,10.156470689056
MNXM739586[e],0,0,0,0,0,0,0,0,0,0,0,0
MNXM739756[e],0,0,0,0,0,0,0,0,0,0,0,0
MNXM741173[e],6.50386453371989,3.40499251083302,2.11197744539674,3.57118415873541,1.1856655231937,1.25385879070986,0.790375328753369,0.574664084372111,0.630363863317058,0.028728276451977,0.0347167617167778,0.128529690366856
MNXM741175[e],1.73366858277244,4.10309207124372,1.08232216619752,2.41544292965049,0.795945906151771,0.759645586781494,2.45407337397195,1.91977644374438,1.54240196715288,1.14995682955592,0.883890308452854,1.07911660234672
MNXM741553[e],0.755394770634538,0.809840998541638,0.744077709458189,1.04941361472126,0.587336096047048,0.600543961046416,1.0746034861791,0.998367280057038,0.910134738994063,0.557857870612009,0.59183146903917,0.778113077141258
MNXM741664[e],2.46260603813594,2.64010712726303,2.42572319046031,3.42123170857003,1.91476093560105,1.95780322060475,3.50355827475149,3.25496450757188,2.96722179594531,3.69219996958175,4.04603112745738,2.53688367338883
MNXM745[e],0,0,0,0,0,0,0,0,0,0,0,0
MNXM75[e],14.7831653831923,14.5258921266107,11.7954859464571,19.0935844997669,7.00725155209164,5.26174316565651,29.2332811236278,17.3527799592665,16.7611801031812,7.31966653461739,10.8282846971584,12.1507746787199
MNXM750[e],0,0,0,0,0,0,0,0,0,0,0,0
MNXM76[e],1.83251969973385,1.96460134642204,1.80506551654963,2.54578294277346,1.42482448674607,1.45686557803875,2.60689130304571,2.42194913087591,2.20790493068229,1.35331296599493,1.43572985683931,1.88763226584279
MNXM761[e],0,0,0,0,0,0,0,0,0,0,0,0
MNXM78362[e],0,0,0,0,0,0,0,0,0,0,0,0
MNXM821[e],0,0,0,0,0,0,0,0,0,0,0,0
MNXM83070[e],0,0,0,0,0,0,0,0,0,0,0,0
MNXM83847[e],0,0,0,0,0,0,0,0,0,0,0,0
MNXM883[e],0,0,0,0,0,0,0,0,0,0,0,0
MNXM89612[e],0.00854613433558837,0.0121338256997561,0.0196340422967591,0.030637729978551,0.0141185194186665,0.00819686790483232,0.328059127229195,0.140559019115229,0.109890297366913,0,0.0523740815838911,0.47053376800288
MNXM89812[e],1.27190968915343,1.2167969324784,0.881561472771124,2.35117974154249,0.369930419958872,0.386394498647746,1.84474677071691,0.337072384712994,0.791320521904312,0.124031965658679,0.152404403915912,0.23838454088091
MNXM9[e],0,1.36125208436442,0,10.7900297028447,0,0.457716054463655,0,0,0,0.596135740800223,0.784808921662125,0
MNXM90[e],0,0,0,0,0,0,0,0,0,0,0,0
MNXM900[e],0,0,0,0,0,0,0,0,0,0,0,0
MNXM90191[e],0,0,0,0,0,0,0,0,0,0,0,0
MNXM90960[e],3.58737141863785,7.11477120499817,5.35517023269787,8.88836575369378,4.09977773453414,3.53281876375449,8.04503097070748,7.17625228608755,7.84473945318718,0.995134653870069,1.0028400404194,3.06301908835911
MNXM927[e],0,0,0,0,0,0,0,0,0,0,0,0
MNXM935[e],0,0,0,0,0,0,0,0,0,0,0,0
MNXM943[e],0,0,0,0,0,0,0,0,0,0,0,0
MNXM94643[e],0,0,0,0,0,0,0,0,0,0,0,0
MNXM95[e],5.72136094136343,7.56829137386092,6.00904598077315,15.6822098020794,4.72966276698308,4.11219458867228,15.0500140068768,7.83491059899662,8.58416603695604,5.87437485758744,8.5627397673882,16.3937110101147
WATER[e],33.0213341173391,7.71472963530076,21.249766249998,6.60989216865378,34.1644418972658,35.2618367661616,11.7345733174064,30.1148783859377,26.8033507373792,31.4561995962558,26.0811214959888,27.1999742035317
MNXM1843[e],0,0,0,0,0,0,0,0,0,0,0,0
MNXM1755[e],0,0,0,0,0,0,0,0,0,0,0,0
MNXM734837[e],0,0,0,0,0,0,0,0,0,0,0,0
MNXM1106995[e],0,0,0,0,0,0,0,0,0,0,0,0
cpd90008[e],0,0,0,0,0,0,0,0,0,0,0,0
cpd90003[e],0,0,0,0,0,0,0,0,0,0,0,0
MNXM1092863[e],0,0,0,0,0,0,0,0,0,0,0,0
MNXM65054[e],0,0,0,0,0,0,0,0,0,0,0,0
MNXM13761[e],0,0,0,0,0,0,0,0,0,0,0,0
cpd90022[e],0,0,0,0,0,0,0,0,0,0,0,0
MNXM162292[e],0,0,0,0,0,0,0,0,0,0,0,0
MNXM107505[e],0,0,0,0,0,0,0,0,0,0,0,0
MNXM1527[e],0,0,0,0,0,0,0,0,0,0,0,0
MNXM1880[e],0,0,0,0,0,0,0,0,0,0,0,0
MNXM1984[e],0,0,0,0,0,0,0,0,0,0,0,0
MNXM244[e],0,0,0,0,0,0,0,0,0,0,0,0
MNXM291[e],0,0,0,0,0,0,0,0,0,0,0,0
MNXM3548[e],0,0,0,0,0,0,0,0,0,0,0,0
MNXM376[e],0,0,0,0,0,0,0,0,0,0,0,0
MNXM555[e],0,0,0,0,0,0,0,0,0,0,0,0
MNXM611[e],0,0,0,0,0,0,0,0,0,0,0,0
MNXM742[e],0,0,0,0,0,0,0,0,0,0,0,0
MNXM770[e],0,0,0,0,0,0,0,0,0,0,0,0
MNXM4939[e],0,0,0,0,0,0,0,0,0,0,0,0
MNXM341[e],0,0,0,0,0,0,0,0,0,0,0,0
MNXM731953[e],0,0,0,0,0,0,0,0,0,0,0,0
MNXM731962[e],0,0,0,0,0,0,0,0,0,0,0,0
MNXM166689[e],0,0,0,0,0,0,0,0,0,0,0,0
MNXM57347[e],0,0,0,0,0,0,0,0,0,0,0,0
MNXM4778[e],0,0,0,0,0,0,0,0,0,0,0,0
MNXM8825[e],0,0,0,0,0,0,0,0,0,0,0,0
MNXM42654[e],0,0,0,0,0,0,0,0,0,0,0,0
MNXM730881[e],0,0,0,0,0,0,0,0,0,0,0,0
MNXM1233[e],0,0,0,0,0,0,0,0,0,0,0,0
MNXM1105935[e],0,0,0,0,0,0,0,0,0,0,0,0
MNXM1106044[e],0,0,0,0,0,0,0,0,0,0,0,0
MNXM713[e],0,0,0,0,0,0,0,0,0,0,0,0
MNXM734847[e],0,0,0,0,0,0,0,0,0,0,0,0
MNXM2690[e],0,0,0,0,0,0,0,0,0,0,0,0
MNXM1211[e],0,0,0,0,0,0,0,0,0,0,0,0
MNXM1214[e],0,0,0,0,0,0,0,0,0,0,0,0
MNXM149105[e],0,0,0,0,0,0,0,0,0,0,0,0
MNXM255[e],0,0,0,0,0,0,0,0,0,0,0,0
MNXM2779[e],0,0,0,0,0,0,0,0,0,0,0,0
MNXM310[e],0,0,0,0,0,0,0,0,0,0,0,0
MNXM371[e],0,0,0,0,0,0,0,0,0,0,0,0
MNXM392[e],0,0,0,0,0,0,0,0,0,0,0,0
MNXM457[e],0,0,0,0,0,0,0,0,0,0,0,0
MNXM475[e],0,0,0,0,0,0,0,0,0,0,0,0
MNXM479[e],0,0,0,0,0,0,0,0,0,0,0,0
MNXM577[e],0,0,0,0,0,0,0,0,0,0,0,0
MNXM911[e],0,0,0,0,0,0,0,0,0,0,0,0
