"","Geneid","Chr","Start","End","Strand","Length","study_case.metatranscriptome.all_tp_1.1_0h_2.bam","TPM","log_normalized","ID","proteinID"
"33","b0032","U00096.3",29651,30799,"+",1149,812,14.6795070179748,3.9708082950354,"carA","AAC73143.1"
"34","b0033","U00096.3",30817,34038,"+",3222,822,5.2993396038484,2.65520059048678,"carB","AAC73144.1"
"35","b0034","U00096.3",34300,34695,"+",396,3449,180.914542721051,7.5071170701632,"caiF","AAC73145.2"
"36","b0035","U00096.3",34781,35371,"-",591,194,6.81851373089923,2.96689438287107,"caiE","AAC73146.2"
"37","b0036","U00096.3",35377,36162,"-",786,45,1.18922885465534,1.13042277691193,"caiD","AAC73147.2"
"38","b0037","U00096.3",36271,37824,"-",1554,162,2.1654066712566,1.66239085981654,"caiC","AAC73148.2"
"39","b0038","U00096.3",37898,39115,"-",1218,879,14.9905323902253,3.99914606772384,"caiB","AAC73149.1"
"40","b0039","U00096.3",39244,40386,"-",1143,1001,18.1912824660029,4.26237921838108,"caiA","AAC73150.1"
"41","b0040","U00096.3",40417,41931,"-",1515,43,0.589564456613733,0.668631518741739,"caiT","AAC73151.1"
"42","b0041","U00096.3",42403,43173,"+",771,25,0.673536446000215,0.742899970140799,"fixA","AAC73152.2"
"43","b0042","U00096.3",43188,44129,"+",942,50,1.10254055173284,1.0721336260308,"fixB","AAC73153.1"
"44","b0043","U00096.3",44180,45466,"+",1287,77,1.24276109369681,1.16527594797843,"fixC","AAC73154.1"
"45","b0044","U00096.3",45463,45750,"+",288,17,1.22611697190623,1.15452940146483,"fixX","AAC73155.1"
"46","b0045","U00096.3",45807,47138,"+",1332,20,0.311889849769469,0.391646592011965,"yaaU","AAC73156.1"
"47","b0046","U00096.3",47246,47776,"+",531,174,6.80659950107065,2.96469425755156,"kefF","AAC73157.1"
"48","b0047","U00096.3",47769,49631,"+",1863,309,3.44525280426506,2.15226546834378,"kefC","AAC73158.1"
"49","b0048","U00096.3",49823,50302,"+",480,1438,62.2290425506289,5.982515468473,"folA","AAC73159.1"
"50","b0049","U00096.3",50380,51222,"-",843,1343,33.0920680246862,5.09136421089402,"apaH","AAC73160.1"
"51","b0050","U00096.3",51229,51606,"-",378,1833,100.727054767691,6.66855961123544,"apaG","AAC73161.1"
"52","b0051","U00096.3",51609,52430,"-",822,4172,105.426054240469,6.73370757108498,"rsmA","AAC73162.1"
"53","b0052","U00096.3",52427,53416,"-",990,2690,56.4407213591914,5.84400196199389,"pdxA","AAC73163.1"
"54","b0053","U00096.3",53416,54702,"-",1287,9957,160.703535194014,7.33720740940956,"surA","AAC73164.1"
"55","b0054","U00096.3",54755,57109,"-",2355,18140,160.000684867469,7.33092301508853,"lptD","AAC73165.1"
"56","b0055","U00096.3",57364,58179,"+",816,518,13.1860607220919,3.82640212292568,"djlA","AAC73166.1"
"57","b0056","U00096.3",58474,59124,"+",651,356,11.3591145654289,3.62750348393693,"yabP","AYC08162.1"
"58","b0057","U00096.3",59121,59279,"+",159,214,27.9570999676376,4.85584521969087,"yabQ","AYC08163.1"
"59","b0058","U00096.3",59687,60346,"-",660,493,15.515952953577,4.04578830893926,"rluA","AAC73169.1"
"60","b0059","U00096.3",60358,63264,"-",2907,2675,19.1141163349432,4.33013645292553,"rapA","AAC73170.1"
"61","b0060","U00096.3",63429,65780,"-",2352,994,8.77858537868995,3.28962577246147,"polB","AAC73171.1"
"62","b0061","U00096.3",65855,66550,"-",696,130,3.87980218290814,2.28682266509925,"araD","AAC73172.1"
"63","b0062","U00096.3",66835,68337,"-",1503,422,5.83215343029999,2.77234037405785,"araA","AAC73173.1"
"64","b0063","U00096.3",68348,70048,"-",1701,279,3.40702531129125,2.13980518260797,"araB","AAC73174.1"
"65","b0064","U00096.3",70387,71265,"+",879,1675,39.5823346883198,5.34277996013896,"araC","AAC73175.1"
"66","b0065","U00096.3",71351,72115,"+",765,681,18.4910318697443,4.28473856485497,"yabI","AAC73176.1"
"67","b0066","U00096.3",72229,72927,"-",699,153,4.5466311747939,2.47161179613452,"thiQ","AAC73177.1"
"68","b0067","U00096.3",72911,74521,"-",1611,128,1.65040260168515,1.4062115247089,"thiP","AAC73178.1"
"69","b0068","U00096.3",74497,75480,"-",984,895,18.8931080032609,4.3141967883844,"thiB","AAC73179.1"
"70","b4762","U00096.3",75516,75608,"-",93,81,18.0916234792084,4.25486788415696,"sroA",NA
"71","b0069","U00096.3",75644,77299,"-",1656,1517,19.028331932294,4.32397036560273,"sgrR","AAC73180.1"
"72","b4577","U00096.3",77367,77593,"+",227,76,6.95445666781121,2.9917633900881,"sgrS",NA
"73","b4662","U00096.3",77388,77519,"+",132,71,11.1727450274236,3.60558263606052,"sgrT","ACO59989.1"
"74","b0070","U00096.3",77621,78799,"+",1179,609,10.7294869997793,3.55206801199985,"setA","AAT48123.1"
"75","b0071","U00096.3",78848,79453,"-",606,270,9.25479088870395,3.35822616818678,"leuD","AAC73182.1"
"76","b0072","U00096.3",79464,80864,"-",1401,536,7.9469800864601,3.16140080533862,"leuC","AAC73183.1"
"77","b0073","U00096.3",80867,81958,"-",1092,463,8.80711815890237,3.29382925992438,"leuB","AAC73184.2"
"78","b0074","U00096.3",81958,83529,"-",1572,446,5.89328965751425,2.78519263894567,"leuA","AAC73185.1"
"79","b0075","U00096.3",83622,83708,"-",87,0,0,0,"leuL","AAC73186.1"
"80","b0076","U00096.3",84368,85312,"+",945,316,6.94593547334216,2.99021707776187,"leuO","AAC73187.2"
"81","b4726","U00096.3",85467,85511,"-",45,0,0,0,"yabR","AYC08164.1"
"82","b0077","U00096.3",85630,87354,"+",1725,632,7.61032930122705,3.10606841441218,"ilvI","AAC73188.2"
"83","b0078","U00096.3",87357,87848,"+",492,221,9.33045110328639,3.36883134911594,"ilvH","AAC73189.1"
"84","b0080","U00096.3",88028,89032,"+",1005,8700,179.81613607306,7.49837961970604,"cra","AAC73191.1"
"85","b0081","U00096.3",89634,90092,"+",459,2153,97.433165970532,6.62107259255874,"mraZ","AAC73192.1"
"86","b0082","U00096.3",90094,91035,"+",942,4309,95.0169447483358,6.58521712517098,"rsmH","AAC73193.1"
"87","b0083","U00096.3",91032,91397,"+",366,1085,61.5777935360426,5.9675788856054,"ftsL","AAC73194.1"
"88","b0084","U00096.3",91413,93179,"+",1767,2365,27.8016176272435,4.84807793701552,"ftsI","AAC73195.1"
"89","b4810","U00096.3",92485,92658,"+",174,587,70.0751963497562,6.1512742743326,"ftsO",NA
"90","b0085","U00096.3",93166,94653,"+",1488,5765,80.4770133932378,6.3483211929902,"murE","AAC73196.1"
"91","b0086","U00096.3",94650,96008,"+",1359,5305,81.0851644529804,6.35904959698626,"murF","AAC73197.1"
"92","b0087","U00096.3",96002,97084,"+",1083,2332,44.7275963393499,5.51499318109021,"mraY","AAC73198.1"
"93","b0088","U00096.3",97087,98403,"+",1317,4898,77.2517766482758,6.29005160262028,"murD","AAC73199.1"
"94","b0089","U00096.3",98403,99647,"+",1245,3733,62.2822235277236,5.98372838711372,"ftsW","AAC73200.1"
"95","b0090","U00096.3",99644,100711,"+",1068,3694,71.8457543035811,6.18677298449129,"murG","AAC73201.1"
"96","b0091","U00096.3",100765,102240,"+",1476,5408,76.1072089993557,6.26879384350267,"murC","AAC73202.1"
"97","b0092","U00096.3",102233,103153,"+",921,4453,100.431173038177,6.66435729651471,"ddlB","AAC73203.1"
"98","b0093","U00096.3",103155,103985,"+",831,4554,113.832814237811,6.84339115037301,"ftsQ","AAC73204.1"
"99","b0094","U00096.3",103982,105244,"+",1263,8755,143.988653422907,7.17979619145619,"ftsA","AAC73205.1"
"100","b0095","U00096.3",105305,106456,"+",1152,23368,421.351491169186,8.72230033444163,"ftsZ","AAC73206.1"
"101","b0096","U00096.3",106557,107474,"+",918,31948,722.897070698225,9.49964076809169,"lpxC","AAC73207.1"
"102","b0097","U00096.3",107705,108217,"+",513,3308,133.944105446961,7.0762181489569,"secM","AAC73208.2"
"103","b0098","U00096.3",108279,110984,"+",2706,9037,69.3700424684485,6.13688947857241,"secA","AAC73209.1"
"104","b0099","U00096.3",111044,111433,"+",390,175,9.32070820272605,3.36747006618196,"mutT","AAC73210.1"
"105","b0101","U00096.3",111649,111846,"-",198,367,38.5013842729056,5.30383130637111,"yacG","AAC73212.1"
"106","b0102","U00096.3",111856,112599,"-",744,1601,44.6985944293404,5.5140778872822,"zapD","AAC73213.1"
"107","b0103","U00096.3",112599,113219,"-",621,825,27.5954714904726,4.83771478820121,"coaE","AAC73214.1"
"108","b4727","U00096.3",113244,113288,"+",45,84,38.7741461233404,5.3137590538071,"yacM","AYC08165.1"
"109","b0104","U00096.3",113444,114487,"+",1044,3774,75.0890945553605,6.24961778963686,"guaC","AAC73215.1"
"110","b0106","U00096.3",114522,115724,"-",1203,121,2.08927310336845,1.6272674162744,"hofC","AAC73217.1"
"111","b0107","U00096.3",115714,117099,"-",1386,277,4.15137541595752,2.36495768294691,"hofB","AAC73218.1"
"112","b0108","U00096.3",117109,117549,"-",441,21,0.989136380697459,0.992142194729064,"ppdD","AAC73219.1"
"113","b0109","U00096.3",117752,118645,"-",894,1954,45.4006960240934,5.53607454125264,"nadC","AAC73220.1"
"114","b0110","U00096.3",118733,119284,"+",552,909,34.205841252054,5.13774291142687,"ampD","AAC73221.1"
"115","b0111","U00096.3",119281,120135,"+",855,1228,29.8337415034223,4.94643805799188,"ampE","AAC73222.1"
"116","b0112","U00096.3",120178,121551,"-",1374,859,12.9861944478904,3.80593156289258,"aroP","AAC73223.1"
"117","b0113","U00096.3",122092,122856,"+",765,2267,61.5553146089724,5.9670605537676,"pdhR","AAC73224.1"
"118","b0114","U00096.3",123017,125680,"+",2664,11779,91.8437635108643,6.53673309978014,"aceE","AAC73225.1"
"119","b0115","U00096.3",125695,127587,"+",1893,4148,45.5159492074983,5.53965356158868,"aceF","AAC73226.1"
"120","b0116","U00096.3",127912,129336,"+",1425,6622,96.5272164017895,6.60773297517166,"lpd","AAC73227.1"
"121","b0117","U00096.3",129407,131260,"-",1854,263,2.94660206612301,1.98061106035771,"yacH","AAC73228.1"
"122","b0118","U00096.3",131615,134212,"+",2598,6551,52.3773983945074,5.73815708536519,"acnB","AAC73229.1"
"123","b0119","U00096.3",134388,134750,"+",363,2392,136.876855854531,7.1072364947327,"yacL","AAC73230.2"
"124","b0120","U00096.3",134788,135582,"-",795,3456,90.2988200823884,6.51252431027444,"speD","AAC73231.1"
"125","b0121","U00096.3",135598,136464,"-",867,3565,85.4114130806404,6.43314996870456,"speE","AAC73232.1"
"126","b0122","U00096.3",136570,136917,"-",348,319,19.0408753284261,4.32487361761213,"yacC","AAC73233.2"
"127","b0123","U00096.3",137083,138633,"+",1551,1100,14.7318184359196,3.9756135359433,"cueO","AAC73234.1"
"128","b0124","U00096.3",138835,141225,"-",2391,370,3.21438296864042,2.07532142043285,"gcd","AAC73235.1"
"129","b0125","U00096.3",141431,141967,"+",537,2431,94.0342669850763,6.57037590196805,"hpt","AAC73236.2"
"130","b0126","U00096.3",142008,142670,"-",663,2531,79.2965124742845,6.32726542328601,"can","AAC73237.1"
"131","b0127","U00096.3",142779,143705,"+",927,2029,45.4650615373657,5.53807441341457,"yadG","AAC73238.1"
"132","b0128","U00096.3",143702,144472,"+",771,969,26.1062726469683,4.76055483833079,"yadH","AAC73239.1"
"133","b0129","U00096.3",144577,145017,"+",441,280,13.1884850759661,3.8266486539782,"yadI","AAC73240.1"
"134","b0130","U00096.3",145081,146310,"+",1230,327,5.52227603760118,2.70537550052383,"yadE","AAC73241.1"
"135","b0131","U00096.3",146314,146694,"-",381,1648,89.8478526592589,6.50538050924273,"panD","AAC73242.1"
"136","b0132","U00096.3",146968,147870,"+",903,195,4.48561847060475,2.45565428501749,"rpnC","AAC73243.1"
"137","b0133","U00096.3",147944,148795,"-",852,3891,94.8630549332982,6.58290301092282,"panC","AAC73244.1"
"138","b0134","U00096.3",148807,149601,"-",795,4019,105.008957728912,6.72804236706373,"panB","AAC73245.1"
"139","b0135","U00096.3",149715,150953,"-",1239,52,0.871781216885896,0.904411815391584,"yadC","AAC73246.1"
"140","b0136","U00096.3",151003,151599,"-",597,23,0.800256066795431,0.848202128788966,"yadK","AAC73247.1"
"141","b0137","U00096.3",151626,152231,"-",606,39,1.33680312836835,1.22453619467244,"yadL","AAC73248.1"
"142","b0138","U00096.3",152243,152812,"-",570,26,0.947488533089145,0.961614833650678,"yadM","AAC73249.2"
"143","b0139","U00096.3",152829,155426,"-",2598,52,0.415757093041426,0.501573757846018,"htrE","AAC73250.1"
"144","b0140","U00096.3",155461,156201,"-",741,6,0.168193230725884,0.224278929999438,"yadV","AAC73251.1"
"145","b0141","U00096.3",156299,156883,"-",585,10,0.355074598199088,0.438372275556614,"yadN","AAC73252.1"
"146","b0142","U00096.3",157253,157732,"-",480,105,4.54384524882895,2.47088698657631,"folK","AAC73253.1"
"147","b0143","U00096.3",157729,159126,"-",1398,6034,89.6548121199555,6.50231169772866,"pcnB","AAC73254.2"
"148","b0144","U00096.3",159186,160112,"-",927,479,10.7332501115812,3.55253079029853,"gluQ","AAC73255.3"
"149","b0145","U00096.3",160149,160604,"-",456,9065,412.931901560245,8.69324963053714,"dksA","AAC73256.1"
"150","b0146","U00096.3",160782,161486,"-",705,4560,134.354184135587,7.08059567532066,"sfsA","AAC73257.1"
"151","b0147","U00096.3",161501,162031,"-",531,474,18.5421158822269,4.28851477547587,"thpR","AAC73258.2"
"152","b0148","U00096.3",162105,164534,"+",2430,1514,12.9418115588045,3.80134612790856,"hrpB","AAC73259.2"
"153","b0149","U00096.3",164730,167264,"+",2535,2284,18.715162668155,4.30123370893808,"mrcB","AAC73260.1"
"154","b0150","U00096.3",167484,169727,"+",2244,601,5.56323095400295,2.7144062010932,"fhuA","AAC73261.1"
"155","b0151","U00096.3",169778,170575,"+",798,237,6.16908742698152,2.84178948596215,"fhuC","AAC73262.1"
"156","b0152","U00096.3",170575,171465,"+",891,98,2.28467190962443,1.71574927374499,"fhuD","AAC73263.1"
"157","b0153","U00096.3",171462,173444,"+",1983,113,1.18367152364855,1.12675585678717,"fhuB","AAC73264.1"
"158","b0154","U00096.3",173602,174882,"-",1281,6141,99.5784674403786,6.65217766547436,"hemL","AAC73265.1"
"159","b4765","U00096.3",175048,175095,"+",48,148,64.0465806501605,6.02340131464804,"yadX","QNV50518.1"
"160","b0155","U00096.3",175107,176528,"+",1422,1695,24.7597113016358,4.68704451962746,"clcA","AAC73266.1"
"161","b4728","U00096.3",176552,176617,"+",66,514,161.768758988612,7.34668001236845,"yadW","AYC08166.1"
"162","b0156","U00096.3",176610,176954,"+",345,1331,80.1372492083324,6.34229248665056,"erpA","AAC73267.1"
"163","b0157","U00096.3",177001,177624,"-",624,296,9.85332010002468,3.44006453471259,"yadS","AAC73268.1"
"164","b0158","U00096.3",177662,178462,"-",801,650,16.8560694088893,4.15834263512329,"btuF","AAC73269.1"
"165","b0159","U00096.3",178455,179153,"-",699,5596,166.293778131677,7.38623998048577,"mtn","AAC73270.1"
"166","b0160","U00096.3",179237,180754,"+",1518,1097,15.0110242438257,4.00099369657181,"dgt","AAC73271.1"
"167","b0161","U00096.3",180884,182308,"+",1425,8306,121.07445778213,6.93161755974871,"degP","AAC73272.1"
"168","b0162","U00096.3",182463,183620,"+",1158,680,12.1976403422795,3.72220810244045,"cdaR","AAC73273.2"
"169","b0163","U00096.3",183709,184095,"-",387,11370,610.274143718688,9.25567573361927,"yaeH","AAC73274.1"
"170","b0164","U00096.3",184257,185069,"-",813,164,4.19014230642318,2.37577409580019,"yaeI","AAC73275.2"
"171","b0166","U00096.3",185123,185947,"-",825,4455,112.168065571092,6.82232309722021,"dapD","AAC73277.1"
"172","b0167","U00096.3",185978,188650,"-",2673,1648,12.8065962825206,3.7872857930807,"glnD","AAC73278.1"
"173","b0168","U00096.3",188712,189506,"-",795,1881,49.1470140552583,5.64809189470946,"map","AAC73279.1"
"174","b4414","U00096.3",189712,189847,"+",136,5475,836.220260078605,9.70946341388778,"tff",NA
"175","b0169","U00096.3",189874,190599,"+",726,77670,2222.24611083224,11.118451946578,"rpsB","AAC73280.1"
"176","b0170","U00096.3",190857,191708,"+",852,21250,518.077593763194,9.01980640421534,"tsf","AAC73281.1"
"177","b0171","U00096.3",191855,192580,"+",726,3319,94.9611798873721,6.5843789912348,"pyrH","AAC73282.1"
"178","b0172","U00096.3",192872,193429,"+",558,10674,397.345656413724,8.63787703354103,"frr","AAC73283.1"
"179","b0173","U00096.3",193521,194717,"+",1197,1594,27.6611121198552,4.84102268559947,"dxr","AAC73284.1"
"180","b4809","U00096.3",194784,194844,"+",61,354,120.544915641064,6.92534573486625,"ispZ",NA
"181","b0174","U00096.3",194903,195664,"+",762,5152,140.441789108162,7.1440646184936,"ispU","AAC73285.1"
"182","b0175","U00096.3",195677,196534,"+",858,1733,41.9552917281149,5.42476396500887,"cdsA","AAC73286.2"
"183","b0176","U00096.3",196546,197898,"+",1353,8503,130.541876974487,7.03937835115988,"rseP","AAC73287.1"
"184","b0177","U00096.3",197928,200360,"+",2433,27663,236.174300733214,7.88980388341332,"bamA","AAC73288.1"
"185","b0178","U00096.3",200482,200967,"+",486,11901,508.654225103476,8.99337497232585,"skp","AAC73289.1"
"186","b0179","U00096.3",200971,201996,"+",1026,13545,274.225046595993,8.10446795689171,"lpxD","AAC73290.1"
"187","b0180","U00096.3",202101,202556,"+",456,5793,263.884666931991,8.04922052430366,"fabZ","AAC73291.1"
"188","b0181","U00096.3",202560,203348,"+",789,4042,106.413021883855,6.74702509434988,"lpxA","AAC73292.1"
"189","b0182","U00096.3",203348,204496,"+",1149,1159,20.9526461007793,4.45632294291165,"lpxB","AAC73293.1"
"190","b0183","U00096.3",204493,205089,"+",597,467,16.2486775301507,4.10841384844006,"rnhB","AAC73294.1"
"191","b0184","U00096.3",205126,208608,"+",3483,5336,31.8227580463492,5.03662456629872,"dnaE","AAC73295.1"
"192","b0185","U00096.3",208621,209580,"+",960,4857,105.092649397915,6.72918089273298,"accA","AAC73296.1"
"193","b0186","U00096.3",209679,211820,"+",2142,1452,14.0806473016932,3.91462644915048,"ldcC","AAC73297.1"
"194","b0187","U00096.3",211877,212266,"+",390,456,24.2871025168176,4.66032983239863,"yaeR","AAC73298.2"
"195","b0188","U00096.3",212331,213629,"+",1299,1253,20.0362937531118,4.39480864291096,"tilS","AAC73299.1"
"196","b0189","U00096.3",213678,213932,"-",255,857,69.8097546800477,6.14587621309313,"rof","AAC73300.2"
"197","b4406","U00096.3",213925,214125,"-",201,787,81.3306316606313,6.36335738972474,"yaeP","AAT48124.1"
"198","b0190","U00096.3",214291,214836,"+",546,712,27.0871193483304,4.81183676224992,"yaeQ","AAC73301.1"
"199","b0191","U00096.3",214833,215255,"+",423,480,23.5709094974714,4.61887935524137,"arfB","AAC73302.1"
"200","b0192","U00096.3",215269,215979,"+",711,945,27.6081736637708,4.83835549431977,"nlpE","AAC73303.1"
"201","b0193","U00096.3",216179,217003,"-",825,80,2.01424135705664,1.59179494138417,"yaeF","AAC73304.2"
"202","b0194","U00096.3",217057,218775,"-",1719,10455,126.334984330442,6.99248503309915,"proS","AAC73305.1"
"203","b0195","U00096.3",218887,219594,"-",708,514,15.0801385497858,4.00720793201539,"trmO","AAC73306.1"
"204","b0196","U00096.3",219591,219995,"-",405,1945,99.756235727377,6.65472531859816,"rcsF","AAC73307.1"
"205","b0197","U00096.3",220113,220928,"-",816,4432,112.819731892492,6.83060687602873,"metQ","AAC73308.1"
"206","b0198","U00096.3",220968,221621,"-",654,2238,71.0816997247999,6.17156112595596,"metI","AAC73309.1"
"207","b0199","U00096.3",221614,222645,"-",1032,3928,79.0619009408643,6.32304396548915,"metN","AAC73310.1"
"208","b0200","U00096.3",222833,223408,"+",576,1302,46.9530675712325,5.58355120269071,"gmhB","AAC73311.1"
"209","b0201","U00096.3",223771,225312,"+",1542,4956,66.7609325275413,6.08238182409705,"rrsH",NA
"210","b0202","U00096.3",225381,225457,"+",77,205,55.3017158299034,5.81510698489397,"ileV",NA
"211","b0203","U00096.3",225500,225575,"+",76,212,57.9425679850669,5.88123801145065,"alaV",NA
"212","b0204","U00096.3",225759,228662,"+",2904,6369,45.5564744428046,5.54090990707554,"rrlH",NA
"213","b0205","U00096.3",228756,228875,"+",120,0,0,0,"rrfH",NA
"214","b0206","U00096.3",228928,229004,"+",77,1,0.269764467462943,0.344560911850466,"aspU",NA
"215","b0207","U00096.3",229167,229970,"+",804,202,5.21880165039629,2.63663660292936,"dkgB","AAC73312.1"
"216","b0208","U00096.3",229967,230881,"-",915,917,20.8172669760557,4.44739848311885,"yafC","AAC73313.1"
"217","b0209","U00096.3",231122,231922,"+",801,4391,113.869231960666,6.84384860967277,"yafD","AAC73314.1"
"218","b0210","U00096.3",231926,232549,"+",624,312,10.3859319973233,3.50918048323359,"yafE","AAC73315.1"
"219","b0211","U00096.3",232597,233955,"-",1359,5035,76.958304056693,6.28463080072672,"mltD","AAC73316.1"
"220","b0212","U00096.3",234027,234782,"-",756,973,26.7341582894063,4.79359203631867,"gloB","AAC73317.1"
"221","b4815","U00096.3",234288,234320,"+",33,142,89.3819602193885,6.49796294165202,"ykfO","UMR55111.1"
"222","b0213","U00096.3",234816,235538,"+",723,786,22.5818604423129,4.55960563614904,"yafS","AAC73318.2"
"223","b0214","U00096.3",235535,236002,"-",468,599,26.5862105401567,4.78587538519928,"rnhA","AAC73319.1"
"224","b0215","U00096.3",236067,236798,"+",732,1228,34.8467882314564,5.16377195830205,"dnaQ","AAC73320.1"
"225","b0216","U00096.3",236931,237007,"+",77,34,9.17199189374007,3.34653031231649,"aspV",NA
"226","b0217","U00096.3",237335,238120,"+",786,41,1.08351962313042,1.05902268778206,"yafT","AAC73321.1"
"227","b4586","U00096.3",238257,238736,"-",480,4,0.173098866622055,0.230324606183725,"ykfM","ABP93434.1"
"228","b0218","U00096.3",238746,239084,"-",339,6,0.367643610524719,0.45169233233306,"yafU",NA
"229","b4503","U00096.3",239190,239378,"+",189,13,1.42875254989633,1.28021551046666,"yafF",NA
"230","b0219","U00096.3",239419,240189,"-",771,703,18.939844861526,4.31758228003081,"yafV","AAC73323.1"
"231","b0220","U00096.3",240343,240816,"+",474,4023,176.297908967222,7.47003171111901,"ivy","AAC73324.1"
"232","b0221","U00096.3",240859,243303,"-",2445,406,3.44923385759776,2.15355693046014,"fadE","AAC73325.2"
"233","b0222","U00096.3",243543,244121,"+",579,3020,108.343746569659,6.77272690397951,"gmhA","AAC73326.1"
"234","b0223","U00096.3",244327,245094,"+",768,2350,63.5597400877859,6.01256286534294,"yafJ","AAC73327.1"
"235","b0224","U00096.3",245065,245805,"-",741,3864,108.316440587469,6.77236658044911,"dpaA","AAC73328.1"
"236","b0225","U00096.3",245961,246239,"-",279,1786,132.96971001591,7.06576304008788,"yafQ","AAC73329.1"
"237","b0226","U00096.3",246242,246502,"-",261,3172,252.445795367889,7.98553341978137,"dinJ","AAC73330.1"
"238","b0227","U00096.3",246712,247461,"+",750,39,1.08013692772162,1.05667849877165,"yafL","AAC73331.1"
"239","b0228","U00096.3",247637,248134,"+",498,888,37.0389864000928,5.24940689905003,"rayT","AAC73332.1"
"240","b0229","U00096.3",248358,250070,"-",1713,165,2.00079250386264,1.5853435641885,"lfhA",NA
"241","b0230","U00096.3",250072,250827,"+",756,40,1.09904042299718,1.06972995009649,"lafU",NA
"242","b0231","U00096.3",250898,251953,"+",1056,434,8.53692137658772,3.25352362351197,"dinB","AAC73335.1"
"243","b0232","U00096.3",252005,252298,"+",294,70,4.94568190348729,2.5718422805114,"yafN","AAC73336.1"
"244","b0233","U00096.3",252301,252699,"+",399,38,1.97827276139492,1.57447588739604,"yafO","AAC73337.1"
"245","b0234","U00096.3",252709,253161,"+",453,14,0.641956061644708,0.715415521454681,"yafP","AAC73338.1"
"246","b0235","U00096.3",253467,253733,"+",267,8,0.622377947405143,0.698109947379023,"ykfJ",NA
