"","Geneid","Chr","Start","End","Strand","Length","study_case.metatranscriptome.all_tp_1.1_0h_1.bam","TPM","log_normalized","ID","proteinID"
"184","b0177","U00096.3",197928,200360,"+",2433,43602,320.294483904706,8.32775240210711,"bamA","AAC73288.1"
"185","b0178","U00096.3",200482,200967,"+",486,13823,508.336385347166,8.99247497216805,"skp","AAC73289.1"
"186","b0179","U00096.3",200971,201996,"+",1026,15541,270.717765897885,8.0859650870786,"lpxD","AAC73290.1"
"187","b0180","U00096.3",202101,202556,"+",456,5900,231.244986956722,7.85950364592741,"fabZ","AAC73291.1"
"188","b0181","U00096.3",202560,203348,"+",789,6213,140.737394987589,7.1470766286636,"lpxA","AAC73292.1"
"189","b0182","U00096.3",203348,204496,"+",1149,2035,31.6540688434099,5.02919086413147,"lpxB","AAC73293.1"
"190","b0183","U00096.3",204493,205089,"+",597,895,26.7937722728835,4.79668975058614,"rnhB","AAC73294.1"
"191","b0184","U00096.3",205126,208608,"+",3483,8707,44.6786690926425,5.5134487114065,"dnaE","AAC73295.1"
"192","b0185","U00096.3",208621,209580,"+",960,8700,161.96947603367,7.34845796466906,"accA","AAC73296.1"
"193","b0186","U00096.3",209679,211820,"+",2142,678,5.65711992019465,2.73489815694646,"ldcC","AAC73297.1"
"194","b0187","U00096.3",211877,212266,"+",390,269,12.3274381051975,3.73632757687892,"yaeR","AAC73298.2"
"195","b0188","U00096.3",212331,213629,"+",1299,930,12.7955499104405,3.7861310606219,"tilS","AAC73299.1"
"196","b0189","U00096.3",213678,213932,"-",255,576,40.3708097667696,5.37054129116163,"rof","AAC73300.2"
"197","b4406","U00096.3",213925,214125,"-",201,531,47.2153943517606,5.59142194277479,"yaeP","AAT48124.1"
"198","b0190","U00096.3",214291,214836,"+",546,877,28.707284169565,4.89274481536896,"yaeQ","AAC73301.1"
"199","b0191","U00096.3",214833,215255,"+",423,603,25.4778104634035,4.72671192080163,"arfB","AAC73302.1"
"200","b0192","U00096.3",215269,215979,"+",711,815,20.4867546193226,4.42537568802135,"nlpE","AAC73303.1"
"201","b0193","U00096.3",216179,217003,"-",825,247,5.3509163576599,2.66696476972279,"yaeF","AAC73304.2"
"202","b0194","U00096.3",217057,218775,"-",1719,21851,227.185494104382,7.83406327128367,"proS","AAC73305.1"
"203","b0195","U00096.3",218887,219594,"-",708,784,19.7910102022829,4.37788795305558,"trmO","AAC73306.1"
"204","b0196","U00096.3",219591,219995,"-",405,1336,58.9571650863472,5.90586026582228,"rcsF","AAC73307.1"
"205","b0197","U00096.3",220113,220928,"-",816,3834,83.9744382843938,6.4089570148847,"metQ","AAC73308.1"
"206","b0198","U00096.3",220968,221621,"-",654,1239,33.8593577232045,5.12347408322405,"metI","AAC73309.1"
"207","b0199","U00096.3",221614,222645,"-",1032,1506,26.0813719226632,4.75922892153616,"metN","AAC73310.1"
"208","b0200","U00096.3",222833,223408,"+",576,892,27.6775426478992,4.84184950102,"gmhB","AAC73311.1"
"209","b0201","U00096.3",223771,225312,"+",1542,25685,297.701041508105,8.22255845780829,"rrsH",NA
"210","b0202","U00096.3",225381,225457,"+",77,645,149.711150261306,7.2356423474643,"ileV",NA
"211","b0203","U00096.3",225500,225575,"+",76,626,147.212910340585,7.21152731132605,"alaV",NA
"212","b0204","U00096.3",225759,228662,"+",2904,40914,251.802760233365,7.98186840547822,"rrlH",NA
"213","b0205","U00096.3",228756,228875,"+",120,0,0,0,"rrfH",NA
"214","b0206","U00096.3",228928,229004,"+",77,4,0.928441241930578,0.947435188866965,"aspU",NA
"215","b0207","U00096.3",229167,229970,"+",804,135,3.00097845456106,2.00035285973035,"dkgB","AAC73312.1"
"216","b0208","U00096.3",229967,230881,"-",915,393,7.67638262897848,3.11709367734831,"yafC","AAC73313.1"
"217","b0209","U00096.3",231122,231922,"+",801,1526,34.0492206021619,5.13131045792788,"yafD","AAC73314.1"
"218","b0210","U00096.3",231926,232549,"+",624,163,4.66861619690332,2.50299659239445,"yafE","AAC73315.1"
"219","b0211","U00096.3",232597,233955,"-",1359,13517,177.764900767572,7.48191969106444,"mltD","AAC73316.1"
"220","b0212","U00096.3",234027,234782,"-",756,468,11.0639247996727,3.59262743561276,"gloB","AAC73317.1"
"221","b4815","U00096.3",234288,234320,"+",33,70,37.9113507121653,5.28211915568953,"ykfO","UMR55111.1"
"222","b0213","U00096.3",234816,235538,"+",723,364,8.99804672504504,3.32164626935323,"yafS","AAC73318.2"
"223","b0214","U00096.3",235535,236002,"-",468,422,16.1157957880834,4.09725646598659,"rnhA","AAC73319.1"
"224","b0215","U00096.3",236067,236798,"+",732,589,14.3810094416931,3.94307828406066,"dnaQ","AAC73320.1"
"225","b0216","U00096.3",236931,237007,"+",77,17,3.94587527820496,2.30622585926203,"aspV",NA
"226","b0217","U00096.3",237335,238120,"+",786,24,0.545725004798889,0.628283676635527,"yafT","AAC73321.1"
"227","b4586","U00096.3",238257,238736,"-",480,15,0.558515434598863,0.64017244261742,"ykfM","ABP93434.1"
"228","b0218","U00096.3",238746,239084,"-",339,13,0.685375872546098,0.753070377155084,"yafU",NA
"229","b4503","U00096.3",239190,239378,"+",189,7,0.661944218783838,0.732871960547219,"yafF",NA
"230","b0219","U00096.3",239419,240189,"-",771,392,9.0869229722544,3.33441424062064,"yafV","AAC73323.1"
"231","b0220","U00096.3",240343,240816,"+",474,250,9.42642083711162,3.38217209198466,"ivy","AAC73324.1"
"232","b0221","U00096.3",240859,243303,"-",2445,343,2.50726601642418,1.81034685916821,"fadE","AAC73325.2"
"233","b0222","U00096.3",243543,244121,"+",579,2660,82.1085212315289,6.37692450098299,"gmhA","AAC73326.1"
"234","b0223","U00096.3",244327,245094,"+",768,1639,38.141949887814,5.2906437216597,"yafJ","AAC73327.1"
"235","b0224","U00096.3",245065,245805,"-",741,2984,71.9723641281731,6.18927828923576,"dpaA","AAC73328.1"
"236","b0225","U00096.3",245961,246239,"-",279,887,56.820437618832,5.85350762290207,"yafQ","AAC73329.1"
"237","b0226","U00096.3",246242,246502,"-",261,1558,106.687147537781,6.75070226426254,"dinJ","AAC73330.1"
"238","b0227","U00096.3",246712,247461,"+",750,17,0.405109861895709,0.490682935439595,"yafL","AAC73331.1"
"239","b0228","U00096.3",247637,248134,"+",498,442,15.8627355561573,4.07576669126039,"rayT","AAC73332.1"
"240","b0229","U00096.3",248358,250070,"-",1713,104,1.08507843919732,1.06010165787253,"lfhA",NA
"241","b0230","U00096.3",250072,250827,"+",756,12,0.283690379478788,0.360297272665997,"lafU",NA
"242","b0231","U00096.3",250898,251953,"+",1056,344,5.82210028793967,2.77021596337256,"dinB","AAC73335.1"
"243","b0232","U00096.3",252005,252298,"+",294,21,1.27660670765454,1.18688508202179,"yafN","AAC73336.1"
"244","b0233","U00096.3",252301,252699,"+",399,22,0.985450791873684,0.989466605032842,"yafO","AAC73337.1"
"245","b0234","U00096.3",252709,253161,"+",453,17,0.670711691880313,0.740462794691095,"yafP","AAC73338.1"
"246","b0235","U00096.3",253467,253733,"+",267,0,0,0,"ykfJ",NA
"247","b0236","U00096.3",253702,254202,"+",501,88,3.13928036692694,2.04937997030686,"prfH",NA
