out_transport,flux_sum_coco_ab1_1,flux_sum_coco_ab1_2,flux_sum_coco_ab1_3,flux_sum_coco_ab1_4,flux_sum_coco_ab1_5
MNXM1094149[e],26.7026467017161,1.35879633939636e-09,1.06642032217799,99.7658369251976,18.8486731434901
MNXM1094288[e],0,0,0,0,0
MNXM1094289[e],82.5012400762607,72.2331839059094,70.8016837845721,78.0723235626307,89.6579856733604
MNXM1094294[e],0,0,0,0,0
MNXM1094296[e],0,0,0,0,0
MNXM1094430[e],0,0,0,0,0
MNXM1101253[e],0,0,0,0,0
MNXM1102072[e],7114.92901285092,5174.58496024061,5247.88504407418,3185.98973621919,6116.42733405025
MNXM1103400[e],9931.55279220034,17238.0491422997,20211.5275433445,14307.4142180266,903.169807270968
MNXM1103769[e],23729.7401480122,16624.9343628857,20967.7660848804,2539.19152676154,2139.48327267465
MNXM1103964[e],229.958103126521,1138.72942799629,2154.36645134558,448.528043984907,138.634117450248
MNXM1104130[e],0,0,0,0,0
MNXM1104180[e],202.628568546258,128.963038322328,241.576651071882,2.27010731671153,1.51828771777218e-10
MNXM1104432[e],11555.2422542835,3415.92254374986,3368.92041986605,3172.5410854556,361.57312265348
MNXM1104434[e],535.603510023036,474.591943543163,307.424950599082,438.444816138306,596.547239861125
MNXM1104527[e],0,0,0,0,0
MNXM1104590[e],9006.69693222078,282.04585741979,281.244779534916,5963.52862976797,548.530812858563
MNXM1104617[e],0,0,0,0,0
MNXM1104679[e],15.5043046227225,12.8028669616369,16.3788810919293,22.207540472429,15.0040302304468
MNXM1104756[e],0,0,0,0,0
MNXM1104857[e],0,0,0,0,0
MNXM1104965[e],3017.73097099586,2039.72097800578,2110.72234914343,2105.46852915954,1351.56256947333
MNXM1105063[e],29.5860976042362,3.0607957051436,2.24164166057995,103.129581878874,139.935679912473
MNXM1105684[e],0,0,0,0,0
MNXM1105731[e],911.588587525485,853.589273233669,831.877949684056,4712.71985893158,764.459812596948
MNXM1105732[e],2829.32031972018,4252.23273582027,4050.71964650621,5357.09199013474,4305.8875693146
MNXM1105737[e],504.84519792702,437.486756522724,618.492408569793,6767.29687198389,526.759626862771
MNXM1105765[e],0,0,0,0,0
MNXM1105810[e],0,0,0,0,0
MNXM1105842[e],443.896042623507,401.085295776335,413.220826202268,1803.11617409323,330.229248712899
MNXM1105881[e],0,0,0,0,0
MNXM1105935[e],0,0,0,0,0
MNXM1105941[e],25859.0958500413,19646.3884473522,23026.8027316248,5440.44140322607,19498.2009015376
MNXM1106000[e],339.868897473048,358.125387982179,354.027743290416,3865.068082141,1387.85994619486
MNXM1106022[e],9577.31121904713,1771.31013244858,1205.36118944355,858.978940197429,681.967169207414
MNXM1106044[e],0,0,0,0,0
MNXM1106082[e],73.5070755650345,16.4605680121946,18.1515040903489,35.9203526267419,126.559760440782
MNXM1106164[e],10926.2798843202,17572.7464214821,23082.0776212498,20021.7935087097,2049.85905201604
MNXM1106761[e],4750.98888789075,20830.4589796157,23597.1877034089,8907.84919237969,4930.66472546395
MNXM1106762[e],308.750827809551,299.550048214784,316.308971938907,1021.87049515296,651.040224030062
MNXM1106891[e],514.844072121386,479.724582327883,506.14271451423,441.567079123097,661.76303872809
MNXM1106903[e],0,0,0,0,0
MNXM1107192[e],6204.89559695695,2863.60158736693,3199.0746787204,10383.6091660339,21683.6246137536
MNXM1107418[e],4788.48525261998,1654.59527343749,2538.93324119837,4435.5227545189,4252.95923385565
MNXM1107671[e],9.65014347068222,8.95526764502984,9.82096315201374,12.9839393520435,11.389227928247
MNXM1107708[e],1305.11763859693,2373.87055318232,2701.80858399948,2041.18570961114,1295.6576423716
MNXM1107753[e],50764.5847422917,24176.2470943209,27590.06694524,30498.4384413128,25437.6583022069
MNXM1107769[e],20805.1777829478,15725.7066932502,19952.7271198573,1597.8747134147,2253.98629069566
MNXM1107801[e],0,0,0,0,0
MNXM1107821[e],3776.88602698975,3656.59741338354,2738.62406666253,14051.8754238059,21859.5956949975
MNXM1107894[e],14.862271822863,4.54458930136355,4.40187096649114,9.22843139288781,4.17624349837445
MNXM1107900[e],188.630243424271,66.5876235577317,85.7469120734011,84.6698967380401,123.78188038623
MNXM1107902[e],6002.80940705989,6002.45077523187,6002.25034189084,4997.86236373216,4002.89405893322
MNXM1107903[e],1722.67283008761,1995.63756306164,1914.43387727422,8021.66095046957,20708.0015782263
MNXM1107981[e],1374.64510904031,1336.30567271435,1367.63361989993,1381.54796636731,1964.40556616077
MNXM1108018[e],6693.42336222058,4495.53130466557,4725.96399913116,5615.65512831482,5331.44848041551
MNXM1108051[e],1054.96659386423,1830.52717294974,1712.55068851321,34.5712849807246,264.637301632554
MNXM1108069[e],0,0,0,0,0
MNXM1108092[e],6423.99026673721,4137.09320563067,6402.03010602536,5258.92037998761,3819.77064750955
MNXM1108175[e],9597.57403692837,2030.99666430373,1931.73765854365,2660.73223272993,18712.9105202371
MNXM1108176[e],5462.75484853013,17423.2584731485,951.4507060443,1324.03377873562,696.315734803682
MNXM1108206[e],9660.27859698248,16043.4108949512,19505.5240158312,8713.81317134579,22513.6188529119
MNXM1118[e],6927.33708342493,6835.34379837237,6806.85003424881,7934.17846335698,10729.3555592169
MNXM1137656[e],424.812091545454,245.862861512766,328.542631956479,850.677210768266,361.238322858153
MNXM1137663[e],87.074366225729,76.6734214933167,159.843622029925,473.111547868485,18.8580809824962
MNXM1137670[e],1182.02964997092,1147.65895434745,1135.35860408696,1074.3195241336,1134.49392805339
MNXM1137672[e],0,0,0,0,0
MNXM114[e],11672.6628271387,1124.64886814424,1114.22133141637,2269.34908441622,1681.83122745148
MNXM1148[e],0,0,0,0,0
MNXM1157[e],3299.78628312351,3128.55923914535,3276.69237536686,4585.28078810489,5083.89935248953
MNXM117[e],7087.69327745765,6079.1298173749,6077.65017397964,7239.44005216291,6037.70667228587
MNXM118[e],3585.83960010214,3005.18720461988,2924.38085377578,3336.7191368502,2765.87476582716
MNXM11814[e],0,0,0,0,0
MNXM11903[e],0,0,0,0,0
MNXM12236[e],2116.54262160731,24724.3662948302,21458.6866241746,5247.58173855199,18917.4359073175
MNXM1231[e],0,0,0,0,0
MNXM1233[e],0,0,0,0,0
MNXM124[e],184.681832336956,115.508505758023,138.678445556226,158.321277659138,102.674285553683
MNXM12480[e],0,0,0,0,0
MNXM124865[e],13588.5814735743,11780.8758870716,12715.2010514397,14606.925909095,12377.1071232691
MNXM126241[e],0,0,0,0,0
MNXM1275[e],64.72929445498,27.6892672461745,43.8908982707405,33.8202531858234,19.4765690309216
MNXM128[e],11105.4212456659,18085.5114649605,4657.75650952026,15043.3563835989,42449.0243135191
MNXM13[e],5016.40396778341,3917.3350138211,3583.125883458,6339.31314666643,5330.91782359377
MNXM142[e],30341.9474165055,22069.7730295909,23104.8357810651,5199.79248108221,4643.10586418917
MNXM145924[e],0,0,0,0,0
MNXM146231[e],0,0,0,0,0
MNXM146250[e],0,0,0,0,0
MNXM147063[e],20.0955724123402,14.5372611857976,21.2087942775673,27.658197615864,45.9797212753127
MNXM1485[e],0,0,0,0,0
MNXM1547[e],0,0,0,0,0
MNXM1562[e],431.149757430127,434.70235012805,428.405697005539,8257.65985729151,294.037154668158
MNXM15783[e],0,0,0,0,0
MNXM158[e],11583.8155290449,21400.0260902635,19852.2729966344,9086.9655526817,2430.86944249138
MNXM1608[e],115.343195761219,129.162361898786,117.298470140153,105.255697863961,129.692077727822
MNXM1630[e],0,0,0,0,0
MNXM164[e],30.6713344761598,27.077560428564,31.6953224653577,280.209851441779,33.4137599318487
MNXM1653[e],0,0,0,0,0
MNXM168[e],0,0,0,0,0
MNXM169454[e],700.314169539306,528.814651637255,1076.23247759882,1864.89110046179,1492.25249437037
MNXM174[e],92.3141627995262,109.462637610494,98.6315318008807,1000,786.206337490436
MNXM1747[e],10764.2889694722,868.246472831236,19917.2903265965,10108.9247767002,21731.9837962088
MNXM1771[e],59.8807785897404,33.6532194927119,43.3945889740063,42.9153240563081,271.916985213884
MNXM1781[e],0,0,0,0,0
MNXM1871[e],0,0,0,0,0
MNXM19009[e],0,0,0,0,0
MNXM191[e],0,0,0,0,0
MNXM192[e],2082.68377611524,2041.76463373222,2042.51365149523,1613.29963514214,1235.99421654735
MNXM1949[e],0,0,0,0,0
MNXM199[e],9937.84311188389,1349.56474426689,1844.37685233893,2444.81193461134,3077.46535750835
MNXM20[e],8906.95645054304,1862.88038208828,1581.44942745992,2570.71326441058,1176.02699615874
MNXM2029[e],2719.07772266153,2550.18028819161,2621.9232519555,1249.00222748895,2693.43445966783
MNXM2074[e],0,0,0,0,0
MNXM2150[e],19.7371860846323,12.0656870597505,14.3596699151458,18.1245343905279,14.9571362599672
MNXM216[e],9024.5893601314,18595.0692118259,19950.5436367231,1893.77062829358,381.779682114704
MNXM217[e],2290.80051556674,2286.72654413735,2399.81717992946,5786.68664457676,5064.04635464816
MNXM2255[e],962.339755647301,762.003338871534,976.515750044302,1882.02567133909,969.470949538773
MNXM2282[e],2022.01844838,1018.78003788364,1018.49292238307,2039.57470930961,18.7108523785053
MNXM23[e],218.486381450712,125.124642220585,197.276024436383,196.668608622886,216.637591070625
MNXM232[e],0,0,0,0,0
MNXM236[e],1193.69453863639,202.7303029538,19261.1253344145,1168.70226267186,539.729294154591
MNXM249[e],11917.8614902909,2139.77283867004,3118.87528246499,11850.6103433017,1454.84705694035
MNXM25[e],29077.6362172478,18421.1354149467,23340.8871298707,15766.5207977585,22234.6640908942
MNXM2527[e],0,0,0,0,0
MNXM2555[e],0,0,0,0,0
MNXM2561[e],4.64363856032069e-12,0,0,0,0
MNXM26[e],7385.3204763547,9556.40527782701,9854.65881375293,9436.9290632732,8336.25345443189
MNXM27[e],264394.888999137,129945.825269761,142974.544551081,120303.417870191,144656.653119546
MNXM270[e],4148.53932993227,3095.66381568593,3166.86795310181,2359.68194323136,315.126119994848
MNXM274[e],15896.6374749206,3643.94289227082,3499.32778584153,3867.28722661042,5170.89228714745
MNXM2806[e],2073.14802827036,2009.32843921623,2073.48855354328,2805.16137685086,2000
MNXM282[e],9201.12597548988,16353.6561288357,16540.5941046957,206.786626778578,567.245409352379
MNXM2861[e],1168.01456933839,1128.90598252789,1116.10673682643,2119.37566352345,348.711209822341
MNXM289[e],11534.8824771619,818.492352555485,1156.18945320833,926.077893194286,604.086492408414
MNXM29[e],15968.0004883781,2375.05944120469,2604.65933258676,8559.47509802523,20823.7488719432
MNXM2902[e],61.3704331621141,363.785429459771,370.196770650429,408.48017318329,204.658183872166
MNXM291[e],3261.59346780405,3484.26664126149,3489.06269400039,4628.71256360312,2007.46581115233
MNXM304[e],8496.02763703619,8105.3652909489,8115.61654212957,8141.83046295794,6488.57339992489
MNXM3060[e],21.0728309746792,20.8215929054018,21.8655188755334,28.6503805966234,25.1352535916846
MNXM30887[e],0,8.20924912187298e-10,4.99481122325992e-10,0,0
MNXM311[e],5951.37505212499,5966.09329181063,4011.54598638669,4041.36969422284,5006.83446081928
MNXM3132[e],47.1813131394451,20.4960166077057,23.7510174300703,42.7964297777321,16.4615379827649
MNXM314[e],208.404984538959,16327.1239818716,18515.2379013547,95.3561834234696,149.95697888148
MNXM32178[e],42.0734516420512,46.0669966074685,51.6567804062777,60.9528028129993,71.5331349578075
MNXM3230[e],5952.33786321374,5891.78205062726,5909.04328700495,5639.6926133966,4838.04967718122
MNXM32692[e],24.8716192707841,5.85941403699822,5.76393844230332,13.915539489191,66.8996430405127
MNXM328[e],1004.25287541702,1132.88785404691,1121.42555276799,47.6154665815898,1258.93939467066
MNXM3300[e],0,0,0,0,0
MNXM337[e],0,0,0,0,0
MNXM3382[e],0,0,0,0,0
MNXM341[e],341.196272357184,38.7207193640444,32.1025546634554,2362.41431567791,20048.4147118237
MNXM3448[e],21.567111307334,14.9515719698974,18.0757676302029,18.7148717426374,39.4286847804619
MNXM3449[e],19.7371860846323,12.0656870597505,14.3596699151458,18.1245343905279,14.9571362599672
MNXM3453[e],27.1754836225541,15.916112782169,20.5144273010561,20.7933611030357,11.6820661866758
MNXM3455[e],28.1335037664192,13.6248401386811,15.131555782422,20.4361755329401,16.2053040949218
MNXM34740[e],31.0543724748849,16.3609754759815,27.6067759044169,23.6009267757715,62.8387549429175
MNXM34809[e],21.0909150794964,13.3130369212859,18.2924378780213,11.215173298489,6.77145503683337
MNXM34810[e],42.0734516420512,46.0669966074685,51.6567804062777,60.9528028129993,71.5331349578075
MNXM34811[e],16.943395875191,29.6551210953208,43.9924473651231,41.8196745321967,202.277074424516
MNXM353[e],91.9899262112022,82.4796371618862,751.125610867488,509.377523412005,599.1177667739
MNXM3685[e],0,0,0,0,0
MNXM3693[e],34.9216738811499,18.1679320030734,21.520170187037,30.760340103362,37.4925387786306
MNXM37[e],13116.8952137672,22836.4931562274,23674.507096611,18735.9190472571,22069.9694233249
MNXM3775[e],50.6300484273298,21.6298497497976,26.744619457836,49.1295756560607,14.4339853499227
MNXM383[e],0,0,0,0,0
MNXM386[e],12495.5067647774,1439.87136070293,22290.0116328659,10298.8125998027,23457.2096056465
MNXM39[e],4581.36044981528,3104.84422462715,3321.15362514438,13920.2075497979,3028.70248800938
MNXM398[e],0,0,0,0,0
MNXM402[e],169.056980311472,72.4206929986111,82.2559202191772,103.423504634866,166.028853125089
MNXM4026[e],0,0,0,0,0
MNXM40494[e],0,0,0,0,0
MNXM40495[e],0,0,0,0,0
MNXM40496[e],0,0,0,0,0
MNXM4217[e],566.696032746501,397.924700037902,388.835016787875,395.919230383046,205.134474839281
MNXM435[e],12892.5367612969,5464.83984351954,5107.85336297576,4502.21117232942,4992.15489157762
MNXM4428[e],0,0,0,0,0
MNXM444[e],0,0,0,0,0
MNXM448[e],2996.55768665352,2984.61898565386,2996.30214258991,2038.90513301871,2000
MNXM458[e],20061.8576241297,1227.83427811753,1076.85112395342,796.552758014274,431.723379025338
MNXM460[e],1000,1000,1000,153.875903451038,1964.61101753334
MNXM461[e],491.439467373829,524.345301589914,404.850601406646,661.044761665146,591.450446107618
MNXM464[e],0,0,0,0,0
MNXM490899[e],61.414771102145,29.8703053707374,42.8511612531132,40.4446340152015,30.4388180561401
MNXM5[e],441.877499191378,393.63997128322,324.890310219689,12010.5035698061,178.047147937101
MNXM518[e],0,0,0,0,0
MNXM5266[e],20.7078025908288,10.1519906492405,12.0954269416862,16.0842250852206,5.99301571479604
MNXM5269[e],19.6203060802923,7.80269713626852,9.4657149601184,16.5693547524513,4.71261705557268
MNXM5271[e],17.5195045815917,7.70558448172408,9.10269612630071,12.1961483390494,3.40410853414515
MNXM5272[e],17.7292096459955,7.46067119904065,8.67743602414541,17.4090340452714,4.09348831338461
MNXM544[e],97.2044279146382,87.3979973192233,19717.8090598273,401.050708338284,369.881091166091
MNXM55276[e],0,0,0,0,0
MNXM55287[e],0,0,0,0,0
MNXM577[e],0,0,0,0,0
MNXM58[e],41710.554050457,16276.869598559,21084.4868299008,5428.53688815217,3192.31288194963
MNXM582[e],194.081285921144,21.05748817612,14.4709085013311,2331.26609027736,20045.1863697215
MNXM59271[e],13.1111318709119,13.4656870800779,13.8899939392966,18.3819316259212,15.6460211530912
MNXM5970[e],2.77054203398794,1.8971893391612,3.18333853469318,13.3278589176734,4.71297761833407
MNXM601[e],1002.61053148751,1002.37923894658,2002.50620857879,872.319004775783,442.5126112246
MNXM617[e],8956.22484779669,9143.38579531603,9354.72337741682,7705.48958608645,6328.2848275643
MNXM63489[e],23.1227215942011,18.7188814308765,24.223688504987,34.2526246507225,22.5098582670929
MNXM647[e],9149.62675992822,15676.6390233157,20320.1719568838,3134.91944560139,20384.4761466444
MNXM652[e],8564.71930011139,8194.38220025138,6292.24852649885,5188.87381843057,7138.95403658065
MNXM653[e],19233.0377591867,2790.2906631877,3204.5591609322,11876.6880017192,875.663818392212
MNXM65309[e],0,0,0,0,0
MNXM66[e],327.423936965759,328.675640157596,341.555746353135,796.254550433638,654.211116216495
MNXM664[e],79.3392389563669,24.9341132810619,37.2865500220379,33.3244020875335,21.5041885490005
MNXM683[e],18.4977217344708,9.38369939730485,11.1334095080205,13.8982031298215,14.4830651836765
MNXM694[e],70.7304032858692,74.7514137089834,59.5829885022873,93.2946289292486,129.692077727822
MNXM722863[e],0,0,0,0,0
MNXM724515[e],108.859929487126,3.42184512518061e-10,0,8517.96476549611,0
MNXM726092[e],63.9162531033569,14.9032556929208,27.6885725228433,1016.88107275267,0
MNXM726339[e],814.796874334583,693.885952408957,929.202720796095,533.311472430198,224.981418275106
MNXM726637[e],3881.25719911021,3871.92531139437,3880.4125936775,4511.56866442299,3000.96227003391
MNXM726638[e],4.28229776593429e-10,1.3564237280771e-09,1.18445638584351e-09,1000,1000
MNXM726711[e],3585.45983235016,2950.5785210603,5358.99654771628,4228.11574704285,1965.14003735853
MNXM726712[e],11643.0060216049,19114.5583516372,22278.2469115698,2781.14658318323,1473.88728659208
MNXM726888[e],1467.32205626921,1484.81227388064,1512.17665279525,4415.89064434195,18743.3303117947
MNXM727276[e],354.226007531899,297.284297635983,211.014216488933,6492.69350289254,484.987054890834
MNXM727657[e],3032.0418547654,2032.42258271157,1060.76916948453,4300.79838184974,294.226089708774
MNXM727715[e],0,0,0,0,0
MNXM727746[e],0,0,0,0,0
MNXM727871[e],0,0,0,0,0
MNXM728337[e],1536.18939564685,1170.39606034907,1363.13673447515,3992.8612524247,792.212990173125
MNXM729215[e],23246.3752020838,24323.4472128207,22493.086039659,4638.11136166879,1382.80300369897
MNXM729302[e],12965.6622910909,5839.28646985822,5372.12368399394,21380.9065536857,3582.2132934376
MNXM729358[e],24.7940282989771,30.3009182251994,43.8114565944009,33.3815172209507,205.183424290345
MNXM729383[e],0,0,0,0,0
MNXM729613[e],23921.1597536424,1320.95297407818,713.906300740616,1689.20562448372,18495.7430902113
MNXM729800[e],6979.98904791614,8375.51764894683,6580.98945728307,3901.50412105794,4912.53603426527
MNXM729832[e],0,0,0,0,0
MNXM729872[e],0,0,0,0,0
MNXM729972[e],5995.39056584457,5997.45439008184,5997.21707848342,3002.62329091311,4999.99999999969
MNXM730135[e],10270.2242830556,1899.32363123911,2328.19326551313,14966.3963272059,1573.54609274116
MNXM730561[e],0,0,0,0,0
MNXM730707[e],0,0,0,0,0
MNXM730708[e],0,0,0,0,0
MNXM731166[e],23708.4111370783,16255.0074013122,21213.6285804937,10846.5287179,663.892926168124
MNXM731178[e],0,0,0,0,0
MNXM731366[e],0,0,0,0,0
MNXM731368[e],0,0,0,0,0
MNXM731668[e],47.1813131394451,20.4960166077057,23.7510174300702,42.7964297777321,16.4615379827648
MNXM731815[e],2031.09879219145,2015.33730162983,2017.40797804493,85.2281249241765,33.3942185016105
MNXM731835[e],11922.679582581,20844.3950754953,21199.9225444438,10070.2014917031,928.033996128117
MNXM731950[e],14384.3400176437,1178.15756249058,2135.96393537148,3407.89800204229,621.55646357506
MNXM731962[e],0,0,0,0,0
MNXM732398[e],3400.75369343583,4764.0145211244,6682.08606609152,1801.18729011941,611.272290833508
MNXM732620[e],7927.44547207467,8941.59770950872,8940.55844074816,6816.67846212773,7268.94162922177
MNXM733031[e],0,0,0,0,0
MNXM733114[e],12566.925893441,2304.63549737635,2444.74428132038,15657.7545206272,23326.4545110108
MNXM733186[e],10370.035201253,1339.28375512266,1534.53745771106,3377.61525899434,1325.52085722198
MNXM733248[e],9169.4773098516,229.748933209962,301.87821266172,1134.31249258295,18758.8492588034
MNXM733250[e],0,0,0,0,0
MNXM733471[e],46.9539850297087,19.6668468392095,20.9032176175528,30.1757104213598,70.6146260163334
MNXM733473[e],21.0909150794964,13.3130369212859,18.2924378780213,11.215173298489,6.77145503683337
MNXM733618[e],0,1000,0,0,17.018166545464
MNXM733623[e],11921.8117863036,706.255961317689,811.387702024233,2716.87956441089,19028.0516325169
MNXM733828[e],0,0,0,0,0
MNXM733922[e],16.943395875191,29.6551210953207,43.9924473651231,41.8196745321967,202.277074424516
MNXM734041[e],65.899645085269,34.3749982215869,49.5363406812401,59.9683677452676,72.3301260370447
MNXM734044[e],13.4218998999238,7.33722406462798,8.94186460646019,16.314105265666,8.01246753278776
MNXM7343[e],0,0,0,0,0
MNXM734859[e],583.813537249452,390.040739128685,487.479650868907,433.146950356049,354.042858376188
MNXM734864[e],18477.813564823,18017.9612053384,4791.63376564782,4890.45251459899,3307.97315252403
MNXM735090[e],6071.54257521612,8024.52999548805,7034.63483408417,8011.43133716009,7997.30051201123
MNXM735208[e],2.52430435463628,1.73051219327086,1.91658823875511,99.7826121367849,117.341206728236
MNXM735438[e],2958.94260467404,3920.08205602733,3913.87297878196,3635.91950835386,3048.08105338588
MNXM735978[e],2417.42153093614,2224.60252795714,2529.5127779025,29728.5030944451,20539.7116105086
MNXM736064[e],5980.22611371095,5670.45086137155,5715.6393273154,4985.12889463598,4009.17904354301
MNXM736072[e],0,0,0,0,0
MNXM736134[e],0,0,0,0,0
MNXM736226[e],82.4377104917563,171.520035481462,164.818528986112,1658.07201949994,24.5383606061502
MNXM736341[e],0,0,0,1.32962632283207e-09,0
MNXM736417[e],7274.10121525798,8016.2989206376,6970.03816709383,6028.9518890456,6831.89862185657
MNXM736618[e],0,0,0,0,0
MNXM736620[e],49.490540892339,16.0937770672204,24.1820265761485,12.6273224077949,2.26424463781101
MNXM736685[e],0,0,0,0,0
MNXM737340[e],21031.2942079871,18437.3459885564,22839.5057578802,8505.54355760621,24449.7199765494
MNXM737414[e],91.7876406390852,1336.05275597875,1325.43646357379,1395.34208764881,919.930752138564
MNXM737417[e],1347.91883151638,31076.3209112763,39381.4247787914,1411.43703483321,914.252495860057
MNXM737489[e],588.073691585941,1370.12586028772,1343.98129739546,1382.78525579201,920.829596496388
MNXM737492[e],605.371886217845,1399.19588681329,1386.97203591264,1411.16267689438,2415.19235542062
MNXM737603[e],0,0,0,0,0
MNXM737701[e],0,0,0,0,0
MNXM737787[e],16128.9018005051,3327.85003040764,3538.06778373001,3784.8042335896,3239.51868798052
MNXM737824[e],14.862271822863,8.1125398163397,8.38940708729599,13.9533055439425,10.8447216054078
MNXM737997[e],0,0,0,0,0
MNXM738068[e],3198.77591895637,1937.54084786364,1382.46959156062,12728.227679287,930.133259521599
MNXM738430[e],1004.40544566894,1003.4983090632,1003.5501421858,3003.63538975672,3002.00509907288
MNXM738432[e],0,0,0,0,0
MNXM738657[e],38.1836244614323,7.12207766789243,7.91533009317175,9.43045950432938,4.15326254805605
MNXM738663[e],4.56088592449955,5.99534460101703,6.67614734487631,8.88654778841847,5.57807499377808
MNXM738804[e],4552.81835906901,3379.32728121156,5906.31142019744,10149.9405383344,3540.2792516592
MNXM738834[e],13.6624883363196,11.597290432069,10.0516835394906,260.297397148631,117.820321845063
MNXM738927[e],0,0,0,0,0
MNXM739017[e],125.485425743088,40.1445087040108,41.5763001504547,60.9626594998782,34.6050191340288
MNXM739272[e],10841.6167128254,1050.96593698933,995.291641560167,1052.88043238201,342.796085532452
MNXM739275[e],1078.80639967086,2189.54824775637,2184.7906498528,5570.6352170873,1383.99473862542
MNXM739463[e],9.05575141814543,5.93787372981329,7.06790972910595,11.2533729292749,6.01804003465992
MNXM739527[e],4013.96835092217,3359.84650730173,3641.08389721017,13712.3975305547,4600.42904379313
MNXM739586[e],0,0,0,0,0
MNXM739592[e],60.2369564852572,20.391346589415,24.6137572859814,28.0032984382534,65.1967340767059
MNXM739756[e],0,0,0,2000,1000
MNXM739788[e],0,0,0,0,0
MNXM739791[e],0,0,0,0,0
MNXM739962[e],0,0,0,0,0
MNXM739991[e],71.6421210123088,34.8738201762721,42.9468981081503,48.2581509370065,22.8187816043491
MNXM739994[e],15.4183377336601,7.92871257940267,9.46278312273927,12.7702710989211,5.29962221200573
MNXM739997[e],10.214366133845,5.03863247033212,5.77690053584864,9.1599709851197,3.00042952456362
MNXM740231[e],14.862271822863,4.54458930136399,4.40187096649167,9.22843139288781,4.17624349837507
MNXM740896[e],0,0,0,0,0
MNXM741014[e],65.7796588730298,26.140295106708,29.5002797377041,41.149994391446,25.2890367655768
MNXM741016[e],12.6692108574022,11.1890449633243,12.6109290048798,17.3920291471652,8.47342269994464
MNXM741019[e],53.0458962842952,15.2346174842321,16.3047371804677,23.3837650482719,14.9979841534638
MNXM741173[e],11121.3209334618,4183.38461201263,3750.81185228711,8825.1112510078,1597.96915155255
MNXM741175[e],24741.2993742706,14743.9356095981,20068.1673540853,12978.505822475,19990.0596723795
MNXM741553[e],17378.0830343395,1855.15485489983,4043.3715239181,4206.47887893911,3198.19723212302
MNXM741664[e],2627.56617537048,3401.55791552569,2577.7970534683,3367.12817211924,5232.95114186914
MNXM745[e],0,0,0,0,0
MNXM75[e],13486.881093577,8302.03891671741,8639.48040029177,8225.73157741327,7035.30039819503
MNXM750[e],0,0,0,0,0
MNXM76[e],3453.72563331255,3242.25567757938,4395.59242826207,3568.0563136095,1262.62366545267
MNXM761[e],159.817672677959,159.036772507792,139.72824830343,221.52639342308,107.069361458206
MNXM765[e],1002.61053148751,1002.37923894658,2002.50620857879,872.319004775783,442.5126112246
MNXM78362[e],58.8621126543404,21.8014204940773,36.2390527908616,30.8647730655371,19.2118490439514
MNXM792[e],0,0,0,0,0
MNXM7948[e],1000,1000,941.224887241594,1000,1000
MNXM821[e],5976.86538603047,5994.59634223285,6985.36208653677,4932.41365376693,6991.70768167803
MNXM8263[e],0,0,0,0,0
MNXM8264[e],0,0,0,0,0
MNXM8372[e],0,0,0,0,0
MNXM83847[e],0,0,0,0,0
MNXM8664[e],0,0,0,0,0
MNXM8667[e],0,0,0,0,0
MNXM8670[e],0,0,0,0,0
MNXM87121[e],14.862271822863,4.54458930136355,4.40187096649114,9.22843139288781,4.17624349837445
MNXM8825[e],0,0,0,0,0
MNXM883[e],0,0,0,0,0
