out_transport,flux_sum_micom_ab1_1,flux_sum_micom_ab1_2,flux_sum_micom_ab1_3,flux_sum_micom_ab1_4,flux_sum_micom_ab1_5
MNXM738657[e],2.61950448330668e-12,2.61950448330668e-12,2.61950448330668e-12,2.61950448330668e-12,2.61950448330668e-12
MNXM738663[e],3.88376584922509e-12,3.88376584922509e-12,3.88376584922509e-12,3.88376584922509e-12,3.88376584922509e-12
MNXM738804[e],5242.12553952887,5242.12553952887,5242.12553952887,5242.12553952887,5242.12553952887
MNXM738834[e],2999.99999999996,2999.99999999996,2999.99999999996,2999.99999999996,2999.99999999996
MNXM739017[e],2.78270205018737e-11,2.78270205018737e-11,2.78270205018737e-11,2.78270205018737e-11,2.78270205018737e-11
MNXM739272[e],3000,3000,3000,3000,3000
MNXM739275[e],3060.68919838789,3060.68919838789,3060.68919838789,3060.68919838789,3060.68919838789
MNXM739463[e],5.59564245664088e-12,5.59564245664088e-12,5.59564245664088e-12,5.59564245664088e-12,5.59564245664088e-12
MNXM739527[e],10463.0914252606,10463.0914252606,10463.0914252606,10463.0914252606,10463.0914252606
MNXM739586[e],0,0,0,0,0
MNXM739592[e],3.14139000813685e-11,3.14139000813685e-11,3.14139000813685e-11,3.14139000813685e-11,3.14139000813685e-11
MNXM739756[e],1000,1000,1000,1000,1000
MNXM739788[e],0,0,0,0,0
MNXM739962[e],0,0,0,0,0
MNXM739991[e],999.99999995989,999.99999995989,999.99999995989,999.99999995989,999.99999995989
MNXM739994[e],6.17121603589207e-12,6.17121603589207e-12,6.17121603589207e-12,6.17121603589207e-12,6.17121603589207e-12
MNXM739997[e],5.31338798870756e-12,5.31338798870756e-12,5.31338798870756e-12,5.31338798870756e-12,5.31338798870756e-12
MNXM740231[e],5.62841450053529e-12,5.62841450053529e-12,5.62841450053529e-12,5.62841450053529e-12,5.62841450053529e-12
MNXM741004[e],0,0,0,0,0
MNXM741014[e],1.74922590220452e-11,1.74922590220452e-11,1.74922590220452e-11,1.74922590220452e-11,1.74922590220452e-11
MNXM741016[e],7.37930645558376e-12,7.37930645558376e-12,7.37930645558376e-12,7.37930645558376e-12,7.37930645558376e-12
MNXM741019[e],9.55604386627608e-12,9.55604386627608e-12,9.55604386627608e-12,9.55604386627608e-12,9.55604386627608e-12
MNXM741173[e],6839.1772781879,6839.1772781879,6839.1772781879,6839.1772781879,6839.1772781879
MNXM741175[e],18754.9980707977,18754.9980707977,18754.9980707977,18754.9980707977,18754.9980707977
MNXM741553[e],4215.84828060367,4215.84828060367,4215.84828060367,4215.84828060367,4215.84828060367
MNXM741664[e],3287.58346557646,3287.58346557646,3287.58346557646,3287.58346557646,3287.58346557646
MNXM741693[e],0,0,0,0,0
MNXM745[e],0,0,0,0,0
MNXM75[e],8815.00924688284,8815.00924688284,8815.00924688284,8815.00924688284,8815.00924688284
MNXM750[e],0,0,0,0,0
MNXM76[e],4461.45609066222,4461.45609066222,4461.45609066222,4461.45609066222,4461.45609066222
MNXM761[e],0,0,0,0,0
MNXM765[e],1012.26693010726,1012.26693010726,1012.26693010726,1012.26693010726,1012.26693010726
MNXM78362[e],1.96059744294419e-11,1.96059744294419e-11,1.96059744294419e-11,1.96059744294419e-11,1.96059744294419e-11
MNXM821[e],8166.00416231261,8166.00416231261,8166.00416231261,8166.00416231261,8166.00416231261
MNXM8263[e],0,0,0,0,0
MNXM8372[e],0,0,0,0,0
MNXM83847[e],0,0,0,0,0
MNXM8664[e],0,0,0,0,0
MNXM8667[e],0,0,0,0,0
MNXM8670[e],0,0,0,0,0
MNXM87121[e],5.62678714139681e-12,5.62678714139681e-12,5.62678714139681e-12,5.62678714139681e-12,5.62678714139681e-12
MNXM880[e],0,0,0,0,0
MNXM8825[e],0,0,0,0,0
MNXM883[e],0,0,0,0,0
MNXM88338[e],5.87113959034179e-12,5.87113959034179e-12,5.87113959034179e-12,5.87113959034179e-12,5.87113959034179e-12
MNXM8868[e],0,0,0,0,0
MNXM889[e],0,0,0,0,0
MNXM89612[e],9981.70203001714,9981.70203001714,9981.70203001714,9981.70203001714,9981.70203001714
MNXM89661[e],0,0,0,0,0
MNXM89812[e],6285.39013321055,6285.39013321055,6285.39013321055,6285.39013321055,6285.39013321055
MNXM9[e],3922.83438336383,3922.83438336383,3922.83438336383,3922.83438336383,3922.83438336383
MNXM90[e],1095.41291302731,1095.41291302731,1095.41291302731,1095.41291302731,1095.41291302731
MNXM900[e],0,0,0,0,0
MNXM90126[e],2000.00000007938,2000.00000007938,2000.00000007938,2000.00000007938,2000.00000007938
MNXM90191[e],6808.74675244305,6808.74675244305,6808.74675244305,6808.74675244305,6808.74675244305
MNXM90509[e],3.28471921808327e-11,3.28471921808327e-11,3.28471921808327e-11,3.28471921808327e-11,3.28471921808327e-11
MNXM90510[e],3.58644904480073e-11,3.58644904480073e-11,3.58644904480073e-11,3.58644904480073e-11,3.58644904480073e-11
MNXM90511[e],2.38858611513946e-11,2.38858611513946e-11,2.38858611513946e-11,2.38858611513946e-11,2.38858611513946e-11
MNXM90512[e],2.00113843562803e-11,2.00113843562803e-11,2.00113843562803e-11,2.00113843562803e-11,2.00113843562803e-11
MNXM90827[e],0,0,0,0,0
MNXM90960[e],7639.5109064153,7639.5109064153,7639.5109064153,7639.5109064153,7639.5109064153
MNXM936[e],0,0,0,0,0
MNXM943[e],2.74295318336144e-12,2.74295318336144e-12,2.74295318336144e-12,2.74295318336144e-12,2.74295318336144e-12
MNXM95[e],19668.0213150026,19668.0213150026,19668.0213150026,19668.0213150026,19668.0213150026
MNXM963[e],1000.00000000871,1000.00000000871,1000.00000000871,1000.00000000871,1000.00000000871
MNXM97613[e],142.465194432223,142.465194432223,142.465194432223,142.465194432223,142.465194432223
WATER[e],11803.111804569,11803.111804569,11803.111804569,11803.111804569,11803.111804569
MNXM6599[e],6.70778317528473e-12,6.70778317528473e-12,6.70778317528473e-12,6.70778317528473e-12,6.70778317528473e-12
MNXM6601[e],4.91800277473022e-12,4.91800277473022e-12,4.91800277473022e-12,4.91800277473022e-12,4.91800277473022e-12
MNXM32695[e],1.36867791297953e-12,1.36867791297953e-12,1.36867791297953e-12,1.36867791297953e-12,1.36867791297953e-12
MNXM6604[e],1.62091823717471e-12,1.62091823717471e-12,1.62091823717471e-12,1.62091823717471e-12,1.62091823717471e-12
MNXM6606[e],500.00000000991,500.00000000991,500.00000000991,500.00000000991,500.00000000991
MNXM1103432[e],6.7109607314294e-12,6.7109607314294e-12,6.7109607314294e-12,6.7109607314294e-12,6.7109607314294e-12
MNXM91047[e],1.72427992963365e-11,1.72427992963365e-11,1.72427992963365e-11,1.72427992963365e-11,1.72427992963365e-11
MNXM91053[e],2.94580008243496e-12,2.94580008243496e-12,2.94580008243496e-12,2.94580008243496e-12,2.94580008243496e-12
MNXM5078[e],1.62090415011703e-08,1.62090415011703e-08,1.62090415011703e-08,1.62090415011703e-08,1.62090415011703e-08
MNXM740794[e],1859.07870332223,1859.07870332223,1859.07870332223,1859.07870332223,1859.07870332223
MNXM7149[e],2.49448436967709e-09,2.49448436967709e-09,2.49448436967709e-09,2.49448436967709e-09,2.49448436967709e-09
MNXM736425[e],999.999999983222,999.999999983222,999.999999983222,999.999999983222,999.999999983222
MNXM736306[e],249.999999961962,249.999999961962,249.999999961962,249.999999961962,249.999999961962
MNXM5079[e],1999.99999992485,1999.99999992485,1999.99999992485,1999.99999992485,1999.99999992485
MNXM736311[e],2.16285523785085e-08,2.16285523785085e-08,2.16285523785085e-08,2.16285523785085e-08,2.16285523785085e-08
MNXM741021[e],3.29396796178546e-12,3.29396796178546e-12,3.29396796178546e-12,3.29396796178546e-12,3.29396796178546e-12
MNXM88342[e],2.10849525673604e-12,2.10849525673604e-12,2.10849525673604e-12,2.10849525673604e-12,2.10849525673604e-12
MNXM88341[e],1.94188286546253e-12,1.94188286546253e-12,1.94188286546253e-12,1.94188286546253e-12,1.94188286546253e-12
MNXM87122[e],5.62678714139681e-12,5.62678714139681e-12,5.62678714139681e-12,5.62678714139681e-12,5.62678714139681e-12
MNXM1843[e],0,0,0,0,0
MNXM1755[e],0,0,0,0,0
MNXM734837[e],0,0,0,0,0
MNXM1106995[e],0,0,0,0,0
MNXM162292[e],0,0,0,0,0
MNXM531925[e],0,0,0,0,0
MNXM146119[e],0,0,0,0,0
MNXM4939[e],1.26379587201932e-11,1.26379587201932e-11,1.26379587201932e-11,1.26379587201932e-11,1.26379587201932e-11
MNXM3774[e],1.11156349438069e-11,1.11156349438069e-11,1.11156349438069e-11,1.11156349438069e-11,1.11156349438069e-11
MNXM3150[e],0,0,0,0,0
MNXM1102189[e],0,0,0,0,0
MNXM3148[e],0,0,0,0,0
MNXM2182[e],0,0,0,0,0
MNXM2598[e],0,0,0,0,0
MNXM1102173[e],0,0,0,0,0
MNXM733912[e],0,0,0,0,0
MNXM2183[e],1000,1000,1000,1000,1000
MNXM34808[e],2.00453762464979e-11,2.00453762464979e-11,2.00453762464979e-11,2.00453762464979e-11,2.00453762464979e-11
MNXM3447[e],1.28874543884463e-11,1.28874543884463e-11,1.28874543884463e-11,1.28874543884463e-11,1.28874543884463e-11
MNXM34739[e],1.02977685117074e-11,1.02977685117074e-11,1.02977685117074e-11,1.02977685117074e-11,1.02977685117074e-11
MNXM582[e],999.999999997053,999.999999997053,999.999999997053,999.999999997053,999.999999997053
MNXM1091714[e],0,0,0,0,0
MNXM1091720[e],0,0,0,0,0
MNXM2074[e],0,0,0,0,0
MNXM722719[e],0,0,0,0,0
MNXM740330[e],3000.00000008319,3000.00000008319,3000.00000008319,3000.00000008319,3000.00000008319
MNXM732880[e],3057.01228513963,3057.01228513963,3057.01228513963,3057.01228513963,3057.01228513963
MNXM144[e],0,0,0,0,0
MNXM1104965[e],1556.29275411677,1556.29275411677,1556.29275411677,1556.29275411677,1556.29275411677
MNXM730562[e],0,0,0,0,0
MNXM147063[e],3.09164836604613e-08,3.09164836604613e-08,3.09164836604613e-08,3.09164836604613e-08,3.09164836604613e-08
MNXM737241[e],0,0,0,0,0
MNXM1092749[e],0,0,0,0,0
MNXM1108056[e],0,0,0,0,0
MNXM7343[e],0,0,0,0,0
MNXM1231[e],0,0,0,0,0
MNXM1021[e],0,0,0,0,0
MNXM11814[e],0,0,0,0,0
MNXM1104899[e],2.41142350497098e-11,2.41142350497098e-11,2.41142350497098e-11,2.41142350497098e-11,2.41142350497098e-11
MNXM1630[e],0,0,0,0,0
MNXM729132[e],0,0,0,0,0
MNXM3509[e],0,0,0,0,0
MNXM1106045[e],0,0,0,0,0
MNXM2245[e],0,0,0,0,0
MNXM46[e],0,0,0,0,0
MNXM235[e],0,0,0,0,0
MNXM1108339[e],0,0,0,0,0
MNXM1092468[e],0,0,0,0,0
MNXM1105063[e],1.79209186321093e-11,1.79209186321093e-11,1.79209186321093e-11,1.79209186321093e-11,1.79209186321093e-11
MNXM1093257[e],1.62494858211033e-11,1.62494858211033e-11,1.62494858211033e-11,1.62494858211033e-11,1.62494858211033e-11
MNXM1093258[e],8.94829889251922e-12,8.94829889251922e-12,8.94829889251922e-12,8.94829889251922e-12,8.94829889251922e-12
MNXM1094149[e],9.52787671600811e-12,9.52787671600811e-12,9.52787671600811e-12,9.52787671600811e-12,9.52787671600811e-12
MNXM1949[e],0,0,0,0,0
MNXM733031[e],0,0,0,0,0
MNXM1105965[e],0,0,0,0,0
MNXM1820[e],1000,1000,1000,1000,1000
cpd90008[e],0,0,0,0,0
MNXM1105934[e],0,0,0,0,0
MNXM166689[e],4290.43090072535,4290.43090072535,4290.43090072535,4290.43090072535,4290.43090072535
MNXM18754[e],4290.43090072535,4290.43090072535,4290.43090072535,4290.43090072535,4290.43090072535
MNXM83070[e],0,0,0,0,0
MNXM13761[e],0,0,0,0,0
cpd90020[e],0,0,0,0,0
MNXM15783[e],0,0,0,0,0
MNXM8264[e],0,0,0,0,0
MNXM55287[e],0,0,0,0,0
MNXM739791[e],0,0,0,0,0
MNXM55276[e],0,0,0,0,0
MNXM740896[e],0,0,0,0,0
MNXM729872[e],0,0,0,0,0
MNXM731366[e],0,0,0,0,0
MNXM126241[e],0,0,0,0,0
MNXM40495[e],0,0,0,0,0
MNXM40496[e],0,0,0,0,0
MNXM927[e],0,0,0,0,0
MNXM962[e],0,0,0,0,0
MNXM5461[e],9.35439172403822e-12,9.35439172403822e-12,9.35439172403822e-12,9.35439172403822e-12,9.35439172403822e-12
MNXM5490[e],7.41853306186201e-12,7.41853306186201e-12,7.41853306186201e-12,7.41853306186201e-12,7.41853306186201e-12
MNXM5464[e],7.50524252828812e-12,7.50524252828812e-12,7.50524252828812e-12,7.50524252828812e-12,7.50524252828812e-12
MNXM734080[e],0,0,0,0,0
MNXM7016[e],0,0,0,0,0
MNXM61843[e],0,0,0,0,0
MNXM1103302[e],0,0,0,0,0
MNXM1107694[e],3.21162909761572e-12,3.21162909761572e-12,3.21162909761572e-12,3.21162909761572e-12,3.21162909761572e-12
MNXM1107695[e],0,0,0,0,0
MNXM577[e],0,0,0,0,0
MNXM320[e],0,0,0,0,0
MNXM730078[e],2000,2000,2000,2000,2000
MNXM602[e],0,0,0,0,0
MNXM448[e],1057.16529378164,1057.16529378164,1057.16529378164,1057.16529378164,1057.16529378164
MNXM982[e],0,0,0,0,0
MNXM735208[e],999.999999999293,999.999999999293,999.999999999293,999.999999999293,999.999999999293
MNXM191[e],0,0,0,0,0
MNXM731953[e],0,0,0,0,0
MNXM232[e],0,0,0,0,0
MNXM731962[e],0,0,0,0,0
MNXM1094019[e],0,0,0,0,0
MNXM713[e],0,0,0,0,0
MNXM734847[e],0,0,0,0,0
MNXM1091697[e],0,0,0,0,0
MNXM1091698[e],0,0,0,0,0
MNXM1855[e],0,0,0,0,0
MNXM716[e],0,0,0,0,0
MNXM1091950[e],0,0,0,0,0
MNXM1092497[e],0,0,0,0,0
MNXM730[e],2000,2000,2000,2000,2000
MNXM727871[e],0,0,0,0,0
MNXM974[e],625.640505972552,625.640505972552,625.640505972552,625.640505972552,625.640505972552
MNXM1092591[e],0,0,0,0,0
MNXM1092592[e],0,0,0,0,0
MNXM1092593[e],0,0,0,0,0
MNXM1092594[e],0,0,0,0,0
MNXM730508[e],0,0,0,0,0
MNXM10816[e],0,0,0,0,0
MNXM1092595[e],0,0,0,0,0
MNXM1467[e],2000.00000000061,2000.00000000061,2000.00000000061,2000.00000000061,2000.00000000061
MNXM935[e],0,0,0,0,0
MNXM1092967[e],1.58594556730514e-12,1.58594556730514e-12,1.58594556730514e-12,1.58594556730514e-12,1.58594556730514e-12
MNXM376[e],4000,4000,4000,4000,4000
MNXM1103335[e],2987.44991671641,2987.44991671641,2987.44991671641,2987.44991671641,2987.44991671641
MNXM730319[e],0,0,0,0,0
MNXM1106105[e],0,0,0,0,0
MNXM2555[e],0,0,0,0,0
MNXM1094076[e],1.58594556730514e-12,1.58594556730514e-12,1.58594556730514e-12,1.58594556730514e-12,1.58594556730514e-12
MNXM1871[e],0,0,0,0,0
MNXM1137672[e],0,0,0,0,0
MNXM738927[e],0,0,0,0,0
MNXM733643[e],0,0,0,0,0
MNXM732758[e],2000,2000,2000,2000,2000
MNXM4940[e],9.64653341588957e-12,9.64653341588957e-12,9.64653341588957e-12,9.64653341588957e-12,9.64653341588957e-12
MNXM3450[e],1.13520711701634e-11,1.13520711701634e-11,1.13520711701634e-11,1.13520711701634e-11,1.13520711701634e-11
MNXM3452[e],1.48577407831934e-11,1.48577407831934e-11,1.48577407831934e-11,1.48577407831934e-11,1.48577407831934e-11
MNXM1091957[e],0,0,0,0,0
MNXM1106047[e],0,0,0,0,0
MNXM4428[e],0,0,0,0,0
MNXM60[e],705.076719484441,705.076719484441,705.076719484441,705.076719484441,705.076719484441
MNXM731896[e],0,0,0,0,0
MNXM440[e],0,0,0,0,0
MNXM1092896[e],0,0,0,0,0
MNXM732961[e],0,0,0,0,0
MNXM145882[e],0,0,0,0,0
MNXM1742[e],0,0,0,0,0
MNXM146567[e],0,0,0,0,0
MNXM146568[e],0,0,0,0,0
MNXM146569[e],0,0,0,0,0
MNXM146570[e],0,0,0,0,0
MNXM1093220[e],0,0,0,0,0
MNXM41339[e],0,0,0,0,0
MNXM732732[e],0,0,0,0,0
MNXM1104823[e],0,0,0,0,0
MNXM419[e],0,0,0,0,0
MNXM146654[e],0,0,0,0,0
MNXM732865[e],0,0,0,0,0
MNXM727182[e],0,0,0,0,0
MNXM729727[e],0,0,0,0,0
MNXM735592[e],0,0,0,0,0
MNXM1103965[e],28.1271050947237,28.1271050947237,28.1271050947237,28.1271050947237,28.1271050947237
MNXM94643[e],0,0,0,0,0
MNXM738271[e],0,0,0,0,0
cpd90021[e],0,0,0,0,0
cpd90022[e],0,0,0,0,0
MNXM159[e],1000.00000000074,1000.00000000074,1000.00000000074,1000.00000000074,1000.00000000074
MNXM1091974[e],0,0,0,0,0
MNXM727224[e],0,0,0,0,0
MNXM496[e],2000,2000,2000,2000,2000
MNXM146230[e],0,0,0,0,0
MNXM146623[e],0,0,0,0,0
MNXM11432[e],0,0,0,0,0
MNXM2705[e],0,0,0,0,0
MNXM310[e],0,0,0,0,0
MNXM371[e],0,0,0,0,0
MNXM8718[e],0,0,0,0,0
MNXM792[e],0,0,0,0,0
MNXM464[e],0,0,0,0,0
MNXM1092863[e],0,0,0,0,0
MNXM65054[e],0,0,0,0,0
MNXM1104738[e],0,0,0,0,0
MNXM4998[e],0,0,0,0,0
MNXM2604[e],0,0,0,0,0
MNXM1018[e],0,0,0,0,0
MNXM734590[e],1000,1000,1000,1000,1000
MNXM4641[e],0,0,0,0,0
MNXM1499[e],999.999999999666,999.999999999666,999.999999999666,999.999999999666,999.999999999666
MNXM1106046[e],0,0,0,0,0
MNXM573[e],0,0,0,0,0
MNXM1093065[e],0,0,0,0,0
MNXM736788[e],0,0,0,0,0
MNXM2690[e],0,0,0,0,0
MNXM1091853[e],0,0,0,0,0
MNXM147036[e],0,0,0,0,0
MNXM2757[e],0,0,0,0,0
MNXM1106057[e],0,0,0,0,0
MNXM734566[e],0,0,0,0,0
MNXM7948[e],1000,1000,1000,1000,1000
MNXM1094283[e],0,0,0,0,0
MNXM172[e],0,0,0,0,0
MNXM315[e],0,0,0,0,0
MNXM146250[e],0,0,0,0,0
MNXM1092463[e],0,0,0,0,0
MNXM1092455[e],0,0,0,0,0
MNXM562[e],0,0,0,0,0
MNXM1092731[e],0,0,0,0,0
MNXM726752[e],0,0,0,0,0
cpd90003[e],0,0,0,0,0
MNXM731177[e],0,0,0,0,0
MNXM729615[e],0,0,0,0,0
MNXM1410[e],0,0,0,0,0
MNXM146530[e],0,0,0,0,0
MNXM146529[e],0,0,0,0,0
MNXM1106798[e],0,0,0,0,0
MNXM741545[e],0,0,0,0,0
