out_transport,flux_sum_coco_1,flux_sum_coco_2,flux_sum_coco_3,flux_sum_coco_4,flux_sum_coco_5
MNXM10816[e],0,0,0,0,0
MNXM726951[e],0,0,0,0,0
MNXM737241[e],0,0,0,0,0
MNXM367[e],0,0,0,0,0
MNXM1517[e],0,0,0,0,0
MNXM741693[e],0,0,0,0,0
MNXM112[e],0,0,0,0,0
MNXM734590[e],1.25604805072807,0.978329860619072,119.09745667808,2.49155161811976,2.3019770866532
MNXM1105027[e],0,0,0,0,0
MNXM1107695[e],0,0,0,0,0
MNXM146530[e],0,0,0,0,0
MNXM146529[e],0,0,0,0,0
MNXM222[e],1646.52731831108,1539.01841391755,1737.80375439372,2128.57936586988,1446.11544117067
MNXM1093058[e],0,0,0,0,0
MNXM1093059[e],0,0,0,0,0
MNXM1093069[e],0,0,0,0,0
MNXM1093060[e],0,0,0,0,0
MNXM1093061[e],0,0,0,0,0
MNXM1093062[e],0,0,0,0,0
MNXM1093063[e],0,0,0,0,0
MNXM1104899[e],71.8320349378337,23.3749898739797,25.2146323405163,26.1967569386955,16.0294529423421
MNXM376[e],2.40055175578726e-16,0,0,2379.37590416964,1192.06685684074
MNXM732487[e],0,0,0,0,0
MNXM89661[e],0,0,0,0,0
MNXM713[e],0,0,0,0,0
MNXM729132[e],0,0,0,0,0
MNXM732732[e],0,0,0,0,0
MNXM32695[e],9.72866127386052,4.97079885775486,5.88249918027706,3.2579339118211,4.47978435000568
MNXM1093318[e],0,0,0,0,0
MNXM4641[e],0,0,0,0,0
MNXM3509[e],0,0,0,0,0
MNXM1106045[e],0,0,0,0,0
MNXM2245[e],0,0,0,0,0
MNXM1093929[e],118.319375566274,97.9834729961111,156.19308432538,99.879829619984,7.71876379894618
MNXM6396[e],8.84855926734744,17.5800035013177,84.0188971353464,406.707818384105,43.2975288533117
MNXM1094047[e],0,0,0,0,0
MNXM1108339[e],0,0,115.368642565691,109.619234635674,0
MNXM1094117[e],0,0,0,0,0
MNXM602[e],0,0,0,0,0
MNXM1105965[e],0,0,0,0,0
MNXM982[e],0,0,0,0,0
MNXM1106798[e],0,0,0,0,0
MNXM146654[e],0,0,0,0,0
MNXM741545[e],0,0,0,0,0
MNXM73204[e],0,0,0,0,0
MNXM1104207[e],17024.9159430608,18355.8930541995,21544.2929165846,3287.04185131776,1610.38299168508
MNXM1103104[e],855.466130623308,809.94155329029,931.224649436792,2012.35959442888,450.107974234526
MNXM1103335[e],14206.1435203454,220.670591946016,211.154270466499,190.351320575552,115.047340472013
MNXM1105760[e],14166.8993744013,766.843480222144,544.561689318811,292.996625258741,222.492745335753
MNXM1820[e],0,0,0,0,0
MNXM731834[e],801.237485288752,1153.96296041662,1753.90147181276,6315.98368704457,529.840592301945
MNXM492[e],298.649315606961,284.242027928891,262.685908474314,3409.60131630067,255.644770348883
MNXM1565[e],82.4377104917563,76.5198390639938,115.191429917318,3.65850554691966,83.8996439985031
cpd90008[e],0,0,0,0,0
MNXM1105934[e],0,0,0,0,0
MNXM166689[e],543.800787708982,528.392095348673,479.113657011676,1024.76280199916,608.530409662704
MNXM18754[e],543.800787708982,528.392095348673,479.113657011676,1024.76280199916,608.530409662704
MNXM83070[e],0,0,0,0,0
MNXM13761[e],0,0,0,0,0
cpd90020[e],0,0,0,0,0
MNXM11[e],802.952469164734,342.095792222821,470.769862796581,137.012403336398,279.004435273974
MNXM1103965[e],0,0,0,0,0
MNXM16413[e],0,0,0,0,0
MNXM1104738[e],0,0,0,0,0
MNXM42654[e],45.9070736871251,1.51747120083247,0,6.81414003286349,2.20762134514015
MNXM734847[e],0,0,0,0,0
MNXM736797[e],0,0,0,0,0
MNXM1104551[e],0,0,0,0,0
MNXM732758[e],167.93818732627,181.210037775207,90.1169829291512,176.610008852261,342.646709471499
MNXM1091697[e],0,0,0,0,0
MNXM1091698[e],0,0,0,0,0
MNXM716[e],0,0,0,0,0
MNXM1091950[e],0,0,0,0,0
MNXM722719[e],0,0,0,0,0
MNXM732880[e],16158.7063544507,1719.61046121599,1610.57900223849,335.494920812895,1138.8983735424
MNXM1692[e],0,0,0,0,0
MNXM974[e],11383.8744642477,2094.55319729061,1064.25117717739,1099.71678120836,216.929513579081
MNXM1092591[e],0,0,0,0,0
MNXM1092592[e],0,0,0,0,0
MNXM1092593[e],0,0,0,0,0
MNXM1092594[e],0,0,0,0,0
MNXM1092595[e],0,0,0,0,0
MNXM730562[e],0,0,0,0,0
MNXM625[e],121.681856436682,125.671061921753,127.211941208085,1.7718699531663e-09,19.517153638544
MNXM704[e],0,0,0,0,0
MNXM1467[e],1000,1000,1000,7.28975587823794,9.63255184188326
MNXM935[e],0,0,0,0,0
MNXM1092967[e],1.25298144601264,1.34543812206538,1.3351681057759,1.16606651262258,1.12190080184139
MNXM730319[e],0,0,0,0,0
MNXM90126[e],2002.12704992655,2002.71200323175,1465.80428142578,3000,1067.57523426038
MNXM1106105[e],0,0,0,0,0
MNXM1094019[e],0,0,0,0,0
MNXM1094076[e],1.25298144601264,1.34543812206538,1.3351681057759,1.16606651262258,1.12190080184139
MNXM420[e],28.617739243391,25.5813793209889,16.7221667892773,3.54985172922792e-09,1396.0749165094
MNXM733435[e],663.608184837452,1187.20841028408,1964.2240261023,7978.10126612471,1520.77800109286
MNXM733643[e],0,0,0,0,0
MNXM1101175[e],0,0,0,0,0
MNXM962[e],0,0,0,0,0
MNXM963[e],1016.15190774257,1005.29288522787,1008.10549951801,1077.05245259852,2000
MNXM7016[e],0,0,0,0,0
MNXM61843[e],0,0,0,0,0
MNXM728947[e],0,0,0,0,0
MNXM1092731[e],0,0,0,0,0
MNXM1102523[e],1.45368493683952,0.893662105084789,1.44258265669785e-14,9.96033997835409e-14,1.29485669908559e-16
MNXM730037[e],3.02456846608594,2.83303558776819,18858.0514018725,640.742000656567,249.400475344755
MNXM496[e],1078.25553865934,2074.01420671654,2113.48320112926,1001.1555989703,2.76426625898011
MNXM726752[e],0,0,0,0,0
MNXM1104823[e],0,0,0,0,0
MNXM737265[e],84.5279867034136,99.2045812158193,105.717936809095,2.86945966026689,1117.78958603899
MNXM736788[e],0,0,0,0,0
MNXM146230[e],0,0,0,0,0
MNXM146623[e],0,0,0,0,0
MNXM730078[e],83.0398162669823,77.0613666635975,0.534552211810943,1000,1083.89715964852
MNXM1106181[e],8722.37340801909,2.55805162231892e-13,1.54621600217323e-14,465.455615919221,129.692077727822
MNXM737068[e],8744.34111240715,15760.662937061,19233.3226284334,824.554014515547,442.253604251087
cpd90003[e],0,0,0,0,0
MNXM731177[e],0,0,0,0,0
MNXM733515[e],0,0,0,0,0
MNXM943[e],4.45603952087854,3.13456488774503,3.35138115813804,2.54237601874349,1.65444484788618
MNXM729595[e],9219.02558435488,87.7133831543486,18953.1928269742,99.8324871262928,236.106854809663
MNXM418[e],0,0,0,0,0
MNXM152246[e],0,0,0,0,0
MNXM736095[e],0,0,0,0,0
MNXM529[e],0,0,0,0,0
MNXM732961[e],0,0,0,0,0
MNXM1105936[e],0,0,0,0,0
MNXM90827[e],0,0,0,0,0
MNXM730514[e],0,0,0,0,0
MNXM1105927[e],0,0,0,0,0
MNXM1734[e],0,0,0,0,0
MNXM1104039[e],0,0,0,0,0
MNXM355[e],0,0,0,0,0
MNXM660[e],0,0,0,0,0
MNXM473[e],1034.76895684156,21.354969377013,1035.88031364348,1005.81451933291,1005.62277687174
MNXM735592[e],0,0,0,0,0
MNXM1092863[e],0,0,0,0,0
MNXM727182[e],0,0,0,0,0
MNXM65054[e],0,0,0,0,0
MNXM741004[e],0,0,0,0,0
MNXM371[e],0,0,0,0,0
MNXM1091957[e],0,0,0,0,0
MNXM731896[e],0,0,0,0,0
MNXM734750[e],0,0,0,0,0
MNXM440[e],0,0,0,0,0
MNXM1092896[e],0,0,0,0,0
MNXM145882[e],0,0,0,0,0
MNXM1742[e],0,0,0,0,0
MNXM1107694[e],2.1348569413161e-16,3.66619192026776e-15,2.98659101059467e-14,1000,1000
MNXM146567[e],0,0,0,0,0
MNXM146568[e],0,0,0,0,0
MNXM146569[e],0,0,0,0,0
MNXM146570[e],0,0,0,0,0
MNXM1093220[e],0,0,0,0,0
MNXM41339[e],0,0,0,0,0
MNXM419[e],0,0,0,0,0
MNXM732865[e],0,0,0,0,0
MNXM729727[e],0,0,0,0,0
MNXM94643[e],0,0,0,0,0
MNXM738271[e],0,0,0,0,0
cpd90021[e],0,0,0,0,0
cpd90022[e],0,0,0,0,0
MNXM2604[e],0,0,0,0,0
MNXM421[e],2.51725812666376,1999.97730410808,1000.12226199338,2000,2000
MNXM1018[e],0,0,0,0,0
MNXM1499[e],1076.78573623876,1487.00113601483,1233.35076874463,368.238364334168,1052.50245929365
MNXM1106046[e],0,0,0,0,0
MNXM146119[e],0,0,0,0,0
MNXM3150[e],0,0,0,0,0
MNXM3148[e],0,0,0,0,0
MNXM2598[e],0,0,0,0,0
MNXM733912[e],0,0,0,0,0
MNXM2183[e],20.5991193769092,14.9882203301381,17.5001377995628,1000,1000
MNXM1091714[e],3000,3000,3000,238.735567916703,0
MNXM1091720[e],0,0,0,0,0
MNXM1108056[e],0,0,0,0,0
MNXM1021[e],0,0,0,0,0
MNXM46[e],0,0,0,0,0
MNXM235[e],0,0,0,0,0
MNXM1092468[e],0,0,0,0,0
MNXM159[e],1843.43293292296,1899.10942742647,1917.19430287661,2000,2957.03986741521
MNXM1091853[e],0,0,0,0,0
MNXM147036[e],0,0,0,0,0
MNXM2757[e],0,0,0,0,0
MNXM218[e],2007.11618730825,2003.14340363576,2005.71590037309,2001.97433051023,96.8298326709648
MNXM1106057[e],0,0,0,0,0
MNXM734566[e],0,0,0,0,0
MNXM1094283[e],0,0,0,0,0
MNXM5461[e],11.7184581516883,13.2293196740505,16.8884341744622,11.5458775219174,4.32135665898003
MNXM5490[e],19.0071010186083,31.3896040067009,39.3222254360403,44.6180311958033,6.7968837479302
MNXM5464[e],19.4433361125058,13.5024949635634,17.0450724264829,8.11234421917294,9.75991318474572
MNXM734080[e],0,0,0,0,0
MNXM1103302[e],0,0,0,0,0
MNXM320[e],0,0,0,0,0
MNXM726800[e],0,0,0,0,0
MNXM880[e],1.10557928194595e-16,2.72848410531878e-12,0,0,5.6843418860808e-14
MNXM1093272[e],0,0,0,0,0
MNXM1104802[e],0,0,0,0,0
MNXM1094332[e],0,0,0,0,0
MNXM731183[e],0,0,0,0,0
MNXM636[e],0,0,0,0,0
MNXM1812[e],0,0,0,0,0
MNXM2495[e],0,0,0,0,0
MNXM1107906[e],0,0,0,0,0
MNXM2690[e],0,0,0,0,0
MNXM562[e],0,0,0,0,0
MNXM727224[e],0,0,0,0,0
MNXM573[e],0,0,0,0,0
MNXM1093065[e],0,0,0,0,0
MNXM1091974[e],0,0,0,0,0
MNXM11432[e],0,0,0,0,0
MNXM2705[e],0,0,0,0,0
MNXM310[e],0,0,0,0,0
MNXM8718[e],0,0,0,0,0
MNXM729615[e],0,0,0,0,0
MNXM315[e],0,0,0,0,0
