MNXR01	MNXR01	PROTON-PMF interconversion
MNXR02	MNXR02	PROTON import/export at model boundary
MNXR03	MNXR03	PMF exchange across membrane
MNXR100070	Glycocholate transport via bicarbonate countertransport
MNXR100071	Glycocholate transport via sodium cotransport
MNXR100072	ABC bile acid transporter
MNXR100073	Glycocholate exchange
MNXR100074	Glutamate---cysteine ligase
MNXR100075	Glycolate dehydrogenase
MNXR100076	N-acetyllactosaminide beta-1,6-N-acetylglucosaminyl-transferase
MNXR100077	N-acetyllactosaminide beta-1,6-N-acetylglucosaminyl-transferase
MNXR100079	GD1beta (homo sapiens) exchange
MNXR100080	GD1beta (cho) exchange
MNXR100081	GD1c (homo sapiens) exchange
MNXR100082	GD1c (cho) exchange
MNXR100083	4 Guanidinobutanoate
MNXR100084	Glycochenodeoxycholate exchange
MNXR100086	Glutamate dehydrogenase [NAD(P)+]
MNXR100089	GDPFuc Golgi transport via CMP antiport
MNXR100093	GDP-mannose:glycolipid 1,6-alpha-D-mannosyltransferase (asnglcnacglcnacman(man(manman)man)man(man)manman)
MNXR100097	Glutathione-disulfide reductase
MNXR100098	Glutathione-disulfide reductase (NADP), chloroplast
MNXR100099	Guanosine 3'-diphosphate 5'-triphosphate 5'-phosphohydrolase
MNXR100110	Geranylgeranyl-chlorophyllide b reductase
MNXR100112	Geranylgeranyl diphosphate transport via diffusion, thylakoid lumen
MNXR100113	Gamma-glutamyl-gamma aminobutyric acid dehydrogenase
MNXR100114	Gamma-glutamyl-gamma-aminobutyric acid hydrolase
MNXR100116	GGGPS
MNXR100117	Gamma-glutamyl hydrolase (10FTHF5GLU), extracellular
MNXR100118	Gamma-glutamyl hydrolase (10FTHF6GLU), extracellular
MNXR100119	Gamma-glutamyl hydrolase (10FTHF7GLU), extracellular
MNXR100120	Gamma-glutamyl hydrolase (5DHF), extracellular
MNXR100121	Gamma-glutamyl hydrolase (5THF), extracellular
MNXR100122	Gamma-glutamyl hydrolase (6DHF), extracellular
MNXR100123	Gamma-glutamyl hydrolase (6THF), extracellular
MNXR100124	Gamma-glutamyl hydrolase (7DHF), extracellular
MNXR100125	Gamma-glutamyl hydrolase (7THF), extracellular
MNXR100129	Glucosylglycerol 3-phosphatase
MNXR100133	Geranylgeranyltransferase (CHO)
MNXR100134	Gamma-glutamyltransferase 5
MNXR100135	Gamma-glutamyltransferase
MNXR100136	Gamma glutamyltransferase
MNXR100143	Glycine hydroxymethyltransferase
MNXR100147	UDP-galacturonate 4-epimerase
MNXR100149	D-glucurono-6,3-lactone transport, endoplasmic reticulum
MNXR100150	Galactosidase, alpha
MNXR100151	Galactosidase, alpha
MNXR100152	Beta-Galactosidase, Plasma Membrane
MNXR100153	Beta-galactosidase
MNXR100154	1,4-alpha-glucan branching enzyme (glygn1 -> glygn2)
MNXR100156	Beta-glucuronidase, lysosomal
MNXR100157	Beta-glucuronidase (tryptophanyl)
MNXR100158	Beta-glucuronidase, lysosomal
MNXR100159	Beta-glucuronidase, lysosomal
MNXR100160	Beta-glucuronidase, lysosomal
MNXR100161	Beta-glucuronidase, lysosomal
MNXR100162	Beta-glucuronidase, lysosomal
MNXR100163	Beta-glucuronidase, lysosomal
MNXR100164	Chondroitin-glucuronate 5-epimerase
MNXR100165	Heparosan-N-sulfate-glucuronate 5-epimerase
MNXR100166	Chondroitin glucuronyltransferase II, Golgi apparatus
MNXR100167	Chondroitin glucuronyltransferase II, Golgi apparatus
MNXR100168	Chondroitin glucuronyltransferase II, Golgi apparatus
MNXR100169	Chondroitin glucuronyltransferase II, Golgi apparatus
MNXR100170	Heparan glucuronyltransferase II
MNXR100171	Heparan glucuronyltransferase II
MNXR100172	Heparan glucuronyltransferase II
MNXR100173	Heparan glucuronyltransferase II
MNXR100174	UDP-D-glucuronate:galactosylgalactosylxylose glucuronosyltransferase, Golgi apparatus
MNXR100175	UDP-D-glucuronate:galactosylgalactosylxylose glucuronosyltransferase, Golgi apparatus
MNXR100177	Glucose dehydrogenase (ubiquinone-8 as acceptor)
MNXR100178	Glucosylglycerol ABC transporter (periplasm)
MNXR100179	Glcglyc exchange
MNXR100181	Hydrolysis of glucomannan
MNXR100182	Glucomannan transport via ABC system
MNXR100183	Hydrolysis of glucomannan
MNXR100184	Hydrolysis of glucomannan (extracellular)
MNXR100185	Hydrolysis of glucomannan (extracellular)
MNXR100186	Hydrolysis of glucomannan (extracellular)
MNXR100187	Glucomannan transport via ABC system
MNXR100189	Alpha-N-acetylglucosaminidase, lysosomal
MNXR100190	Alpha-N-acetylglucosaminidase, lysosomal
MNXR100191	Alpha-N-acetylglucosaminidase, lysosomal
MNXR100192	Alpha-N-acetylglucosaminidase, lysosomal
MNXR100193	Alpha-N-acetylglucosaminidase, lysosomal
MNXR100194	GlcNAc N-deacetylase / N-sulfotransferase
MNXR100195	UDP-GlcNAc:dolichyl-phosphate N-acetylglucosaminephosphotransferase
MNXR100198	UDP-GlcNAc:dolichol-phosphate GlcNAc phosphotransferase (CHO)
MNXR100200	Alpha-N-acetylglucosaminyltransferase I, Golgi apparatus
MNXR100201	Alpha-N-acetylglucosaminyltransferase I, Golgi apparatus
MNXR100202	Alpha-N-acetylglucosaminyltransferase II
MNXR100203	Alpha-N-acetylglucosaminyltransferase II
MNXR100204	Alpha-N-acetylglucosaminyltransferase II
MNXR100205	Alpha-N-acetylglucosaminyltransferase II
MNXR100209	D gluconate transport via proton symport
MNXR100210	D Gluconate exchange
MNXR100216	Glucosyl Phosphoglycerol Combination (SA)
MNXR100219	5-dehydro-4-deoxyglucarate aldolase
MNXR100225	Transport of D-glucose from extracellular space to cytosol of mucosal cells in small intestine
MNXR100232	Alpha-glucuronidase, de-branching xylan
MNXR100233	Glucuronosyltransferase (tryptophanyl)
MNXR100236	D-glucose transport via ABC system
MNXR100238	D-glucose transport in via proton symport
MNXR100239	D-glucose transport in via proton symport
MNXR100240	Glucose transport via sodium symport
MNXR100241	Glucose transport via sodium symport
MNXR100242	Glycogen debranching enzyme
MNXR100245	L-glutamate ferredoxin oxidoreductase
MNXR100246	L-alanine/L-glutamine Na-dependent exchange (Gln-L in)
MNXR100247	L-glutamine/L-asparagine Na-dependent exchange (Gln-L in)
MNXR100248	Transport of L-Glutamine into the intestinal cells by ATB0 transporter
MNXR100249	L-cysteine/L-glutamine Na-dependent exchange (Gln-L in)
MNXR100251	L-serine/L-glutamine Na-dependent exchange (Gln-L in)
MNXR100252	GLNSP1
MNXR100255	L-threonine/L-glutamine Na-dependent exchange (Gln-L in)
MNXR100258	L-glutamine transport via ABC system
MNXR100259	L-Glutamine exchange
MNXR100260	Glutamine nuclear transport via proton symport
MNXR100261	L-glutamine reversible transport via sodium symport
MNXR100262	L glutamine transport in via proton antiport vacuolar
MNXR100263	Glutamine transport (Na, H coupled)
MNXR100264	Transport of Glutamine by y+LAT1 or y+LAT2 with co-transporter of h in small intestine and kidney
MNXR100265	Glycogen phosphorylase (glygn2 -> dxtrn)
MNXR100266	Glycogen phosphorylase (amyls -> glc-D)
MNXR100267	Glycogen phosphorylase (amyls -> glc-D)
MNXR100270	Glucan hydrolysis by beta-1,4- and beta-1,3 glucosidase
MNXR100271	Glucan hydrolysis by beta-1,4- and beta-1,3 glucosidase
MNXR100272	Glucan hydrolysis by beta-1,4- and beta-1,3 glucosidase
MNXR100273	Glucan hydrolysis by beta-1,4- and beta-1,3 glucosidase
MNXR100274	Glucan hydrolysis by beta-1,4- and beta-1,3 glucosidase
MNXR100276	Glutamate:gamma-aminobutyrate antiporter, chloroplast irreversible
MNXR100277	Glutamate 5-kinase
MNXR100278	DM glu5sa
MNXR100279	Glucan transport via ATP transporter
MNXR100280	Glucan transport via ATP transporter
MNXR100282	5-Formyltetrahydrofolate
MNXR100283	Glucokinase
MNXR100285	Glutamate:Na+ symporter, chloroplast
MNXR100286	Glutamate intake by system ASCT-1 transporter
MNXR100288	Glutamate racemase
MNXR100289	Glutamate synthetase (NADH), mitochondria
MNXR100291	Glutamate synthase (NADPH)
MNXR100292	Glutamate synthase (Ferredoxin)
MNXR100297	L-glutamate secretion via secretory vesicle (ATP driven)
MNXR100298	D glutamate transport in via proton symport
MNXR100299	L-glutamate transport via ABC system
MNXR100300	Amino acid transporter (glu-L), mitochondrial
MNXR100302	Glutamate transport via Na, H symport and K antiport
MNXR100303	Glyoxalate carboligase
MNXR100304	Glyoxylate oxidase
MNXR100305	Glyoxylate oxidase, peroxisomal
MNXR100306	Glyoxylate exchange
MNXR100307	Glyoxylate transport in via proton symport
MNXR100308	Glycerol 3-phosphate exchange
MNXR100309	Glycerol 3 phosphate transport in via proton symport
MNXR100310	D-Glyceraldehyde dehydrogenase
MNXR100311	D-Glyceraldehyde exchange
MNXR100312	Glycine amidinotransferase
MNXR100314	Glycine betaine transport via ABC system
MNXR100315	Glycine betaine transport via proton symport (periplasm)
MNXR100316	GLYBt4 LPAREN 2 RPAREN r
MNXR100317	Glycine betaine exchange
MNXR100318	Sn-Glycerol 2-phosphate transport via ABC system (periplasm)
MNXR100319	Glycerol 2-phosphate exchange
MNXR100320	Sn-Glycerol 3-phosphate transport via ABC system
MNXR100321	Glycerol-3-phosphate : phosphate antiporter
MNXR100324	Glycerol dehydratase
MNXR100325	Glycerate dehydrogenase, mitochondrial
MNXR100326	Glycerol dehydrogenase
MNXR100327	Glycerol dehydrogenase NADP dependent
MNXR100328	Glycerate kinase
MNXR100329	Glycerate kinase
MNXR100331	Glycerate dehydrogenase
MNXR100332	Glycolate dehydrogenase (NADP)
MNXR100334	Glycolate transport via proton symport, reversible
MNXR100336	Hydroxypyruvate reductase (NADPH)
MNXR100337	Glycogen hydrolysis by samylases
MNXR100338	Glycolate oxidase
MNXR100339	Glycolate oxidase
MNXR100340	Glycolate oxidase
MNXR100341	Glycolate oxidase
MNXR100342	(S)-Glycerate exchange
MNXR100343	Glycerol exchange
MNXR100344	Glycerol transport via symport
MNXR100345	Hydrolysis of glycylycine for uptake
MNXR100346	Exchange reaction for glycylglycine
MNXR100348	Glycerol kinase
MNXR100350	Transport of Glycylleucine by the apical PEPT1 amino acid transporters across the brush border cells of the enterocytes of the intestine and renal cells
MNXR100351	Neutral amino acid transporter (gly), chloroplast
MNXR100352	Glycine oxidase
MNXR100353	Hydroxyacylglutathione hydrolase
MNXR100354	Glyoxalase III
MNXR100355	GLYCS I
MNXR100356	Hydroxyacylglutathione hydrolase
MNXR100359	Transport of Glycylproline by the apical PEPT1 amino acid transporters across the brush border cells of the enterocytes of the intestine and renal cells
MNXR100360	Hydrolysis of Prolylglycine in the small intestine for cellular uptake
MNXR100361	Hydrolysis of glycylsarcosine for uptake
MNXR100362	Transport of Glycylsarcosine by the apical PEPT1 amino acid transporters across the brush border cells of the enterocytes of the intestine, renal cells and brain.
MNXR100363	Transport of Glycine into the cell coupled with co-transport with Sodium and counter transport with proton by SNAT5 transporter.
MNXR100364	Glycine transaminase
MNXR100366	Glycine secretion via secretory vesicle (ATP driven)
MNXR100367	Glycine transport via ABC system
MNXR100368	Glycine mitochondrial transport via proton symport
MNXR100369	GLYt7 LPAREN 211 RPAREN r
MNXR100370	GLYt7 LPAREN 311 RPAREN r
MNXR100371	Glycine exchange
MNXR100372	Geobacter metallireducens Lipid A (variant 1) 3-O-deacetylase (n-C14:0) (extracellular membrane)
MNXR100373	Geobacter metallireucens modelified lipid A transport via ABC system (periplasm)
MNXR100375	Geobacter metallireucens modelified lipid A transport via ABC system (periplasm)
MNXR100389	Phosphogluconate dehydrogenase
MNXR100390	Gluconokinase
MNXR100394	GP1c alpha (homo sapiens) exchange
MNXR100395	GP1c alpha (cho) exchange
MNXR100396	GP1c (homo sapiens) exchange
MNXR100397	GP1c (cho) exchange
MNXR100401	GPAM hs 16 0
MNXR100402	Glycerol-3-phosphate acyltransferase (C16:0)
MNXR100403	GPAM hs 18 0
MNXR100404	GPAM hs 18 1
MNXR100405	GPAM hs 18 2
MNXR100406	Glycerol-3-phosphate acyltransferase (C18:1)
MNXR100407	Glycerol-3-phosphate acyltransferase (C18:2)
MNXR100408	GPAM hs 20 4
MNXR100410	Glycerophosphodiester phosphodiesterase (Glycerophosphocholine)
MNXR100413	Glycerophosphodiester phosphodiesterase (Glycerophosphoethanolamine)
MNXR100415	Glucosaminylphosphatidyl inositol acetyltransferase
MNXR100416	Glucosaminylphosphatidyl inositol acetyltransferase
MNXR100417	Glycophosphatidylinositol (GPI) deacylase, endoplasmic reticulum
MNXR100418	Glycophosphatidylinositol (GPI) deacylase, endoplasmic reticulum
MNXR100419	Glycophosphatidylinositol (GPI) deacylase, endoplasmic reticulum
MNXR100420	Glycophosphatidylinositol (GPI) deacylase, endoplasmic reticulum
MNXR100421	GlcN-acylPI mannosyltransferase, endoplasmic reticulum
MNXR100424	GQ1balpha (homo sapiens) exchange
MNXR100425	GQ1balpha (cho) exchange
MNXR100426	GQ1b (homo sapiens) exchange
MNXR100427	GQ1b (cho) exchange
MNXR100428	Geranyl diphosphate transport to mitochondria from cytosol
MNXR100430	GRTT2
MNXR100435	Guanosine transport in via sodium symport
MNXR100436	Guanosine transport in via sodium (1:2) symport
MNXR100439	GT1a (homo sapiens) exchange
MNXR100440	GT1a (cho) exchange
MNXR100443	Oxidized glutathione exchange
MNXR100444	Oxidized glutathione irreversible active transport (rbc)
MNXR100446	Glutathioneperoxidase(apicoplast)
MNXR100447	Glutathione export via ABC system (cytoplasm to periplasm)
MNXR100448	Reduced glutathione via ABC system (periplasm)
MNXR100449	Reduced glutathione exchange
MNXR100450	Glutathione synthetase
MNXR100452	G-glutamyltransferase (e)
MNXR100467	4-Guanidinobutanoate amidinohydrolase
MNXR100471	L-gulonate 3-dehydrogenase
MNXR100473	L-gulonate reductase
MNXR100474	L-gulonate Exchange
MNXR100475	L-gulonate transport
MNXR100477	Binding of guar gums with deoxyxholic acid in the intestinal lumen, reducing serum cholsterol levels.
MNXR100478	Binding of guar gums with glycocholate in the intestinal lumen, reducing serum cholsterol levels.
MNXR100479	Binding of guar gums with taurocholate in the intestinal lumen, reducing serum cholsterol levels.
MNXR100481	Bidirectional [NiFe] Hydrogenase
MNXR100482	Carboxylic acid dissociation
MNXR100484	EX h2co3 LPAREN e RPAREN
MNXR100485	Bicarbonate transport (Na/HCO3 cotransport periplasme)
MNXR100486	H2 phosphoethanolaminyl transferase, endoplasmic reticulum
MNXR100487	H2 phosphoethanolaminyl transferase, endoplasmic reticulum
MNXR100489	H2 mannosyltransferase, endoplasmic reticulum
MNXR100492	Hydrogen peroxide synthesis (NADPH dependent)
MNXR100493	Hydrogen sulfide oxidation
MNXR100494	Exchange of hydrosulfide
MNXR100495	Modeling: demand reaction (h2 c)
MNXR100496	H3 phosphoethanolaminyl transferase, endoplasmic reticulum
MNXR100497	H3 phosphoethanolaminyl transferase, endoplasmic reticulum
MNXR100498	H3 mannosyltransferase, endoplasmic reticulum
MNXR100501	H4 phosphoethanolaminyl transferase, endoplasmic reticulum
MNXR100502	H4 phosphoethanolaminyl transferase, endoplasmic reticulum
MNXR100503	H4 phosphoethanolaminyl transferase, endoplasmic reticulum
MNXR100504	H4 phosphoethanolaminyl transferase, endoplasmic reticulum
MNXR100507	H4MPTS10
MNXR100509	H4MPTS12
MNXR100510	H4MPTS13
MNXR100515	H5 mannosyltransferase, endoplasmic reticulum
MNXR100518	H6 phosphoethanolaminyl transferase, endoplasmic reticulum
MNXR100519	H6 phosphoethanolaminyl transferase, endoplasmic reticulum
MNXR100520	H6 mannosyltransferase, endoplasmic reticulum
MNXR100523	H6' phosphoethanolaminyl transferase, endoplasmic reticulum
MNXR100524	H6' phosphoethanolaminyl transferase, endoplasmic reticulum
MNXR100525	H6' phosphoethanolaminyl transferase, endoplasmic reticulum
MNXR100526	H6' phosphoethanolaminyl transferase, endoplasmic reticulum
MNXR100527	H7 phosphoethanolaminyl transferase, endoplasmic reticulum
MNXR100528	H7 phosphoethanolaminyl transferase, endoplasmic reticulum
MNXR100529	H7 mannosyltransferase, endoplasmic reticulum
MNXR100532	H7' phosphoethanolaminyl transferase, endoplasmic reticulum
MNXR100533	H7' phosphoethanolaminyl transferase, endoplasmic reticulum
MNXR100534	H7' transamidase, endoplasmic reticulum
MNXR100535	H7' transamidase, endoplasmic reticulum
MNXR100536	H8 mannosyltransferase, endoplasmic reticulum
MNXR100539	H8 transamidase, endoplasmic reticulum
MNXR100540	H8 transamidase, endoplasmic reticulum
MNXR100552	Homoacontinate hydratase mitochondrial
MNXR100553	3-hydroxyacyl-CoA dehydrogenase
MNXR100554	3-hydroxyadipyl-CoA dehydrogenase
MNXR100555	3-hydroxyadipyl-CoA dehydrogenase (NAD+)
MNXR100558	Hyaluronan synthase
MNXR100559	Hyaluronan synthase
MNXR100560	HASD
MNXR100561	HATGH
MNXR100562	HATIH
MNXR100563	HATSH
MNXR100564	Hyaluronan exchange
MNXR100566	Hydroxybenzoate octaprenyltransferase
MNXR100567	Hydroxybenzoate Decaprenyltransferase
MNXR100568	HBZOPT6
MNXR100570	3-hydroxycinnamic acid transport via proton symport, reversible
MNXR100571	3-hydroxycinnamic acid exchange
MNXR100573	Bicarbonate transport (Na/HCO3 2:1 cotransport)
MNXR100574	Bicarbonate transport (Cl-/HCO3- exchange)
MNXR100575	Hco3 transport, chloroplast
MNXR100576	Hydroxy coumarin exchange
MNXR100579	Homocysteine peroxisomal transport via proton symport
MNXR100580	DMhcys-L
MNXR100581	Histidine decarboxylase
MNXR100583	Hexadecanoate transport via proton symport
MNXR100587	Histidinol dehydrogenase, cytosol
MNXR100589	Heterodisulfide reductase (Geobacter)
MNXR100592	Heme C synthase
MNXR100593	Heme D synthase
MNXR100597	Heme transport via ABC system
MNXR100601	LPS heptose kinase II LPS core synthesis
MNXR100602	Heptosyltransferase I (LPS core synthesis)
MNXR100603	Heptosyltransferase I (LPS core synthesis) (glucosediaminyl)
MNXR100605	Heptosyltransferase II (LPS core synthesis) (glucosediaminyl)
MNXR100606	Heptosyltransferase III (LPS core synthesis)
MNXR100608	Heptosyltransferase (LPS core synthesis) (heptosyl-(1->3Hep2)-glucosyl-(1->4Hep1)-heptosyl-(1->3)-heptosyl-(1->5)-kdo2-lipidA)
MNXR100609	Heptosyltransferase (LPS core synthesis) (glucosediamine) (heptosyl-(1->3Hep2)-glucosyl-(1->4Hep1)-heptosyl-(1->3)-heptosyl-(1->5)-kdo2-lipidA)
MNXR100610	4,17 dihydroxy estradiol exchange
MNXR100611	Hydroxyethylthiazole kinase
MNXR100615	Fatty acid intracellular transport
MNXR100616	Carnitine O-palmitoyltransferase
MNXR100617	Transport into the mitochondria (carnitine)
MNXR100618	Exchange reaction for 3-hydroxyhexadecanoyl carnitine
MNXR100619	All trans hexaprenyl diphosphate transport mitochondrial
MNXR100620	Hexanesulfonate transport via ABC system
MNXR100622	Hexanoate transport via proton symport, reversible (periplasm)
MNXR100623	Mercury (Hg+2) ABC transporter (periplasm)
MNXR100624	Mercury (Hg+2) transport out via proton antiport (periplasm)
MNXR100625	Hg2+ exchange
MNXR100627	Exchange of Homogentisate
MNXR100628	Homogentisateoxygen 1 2 oxidoreductase decyclizing
MNXR100630	Mercury(II) reductase
MNXR100637	Homoisocitrate dehydrogenase
MNXR100640	Histamine secretion via secretory vesicle (ATP driven)
MNXR100641	DM hista
MNXR100642	Histidinol-phosphatase
MNXR100644	L-histidine transport via ABC system
MNXR100646	L-histidine transport in via sodium symport
MNXR100647	HISt2r1
MNXR100648	Histidine transport (Na, H coupled)
MNXR100649	L-Histidine exchange
MNXR100650	Transport of L-Histidine by y+LAT1 or y+LAT2 transporters in small intestine and kidney
MNXR100651	Transport of Histidine by y+LAT1 or y+LAT2 with co-transporter of h in small intestine and kidney
MNXR100652	Hydroxyisourate hydrolase
MNXR100653	2 hydroxy 3 keto 5 methylthiopentenyl 1 phosphate phophatase
MNXR100656	3 Hydroxy L kynurenine hydrolase
MNXR100657	H+/K+ gastric/non-gastric P-ATPase and ABC ATPase
MNXR100658	Hydroxymethylbilane synthase
MNXR100668	2-[hydroxy(phenyl)methyl]-succinyl-CoA dehydrogenase
MNXR100670	2 Hydroxymuconate semialdehyde
MNXR100673	2-hydroxy-6-oxohepta-2,4-dienoate acetylhydrolase
MNXR100676	L-homoserineserine efflux via proton symport
MNXR100677	L-homoserine via sodium symport
MNXR100678	L-Homoserine exchange
MNXR100679	4-hydroxy-2-oxopentanoate aldolase
MNXR100681	Heme oxygenase 1
MNXR100682	2-hydroxy-3-oxopropionate reductase
MNXR100686	Carnitine fatty-acyl transferase
MNXR100687	Heptadecanoate transport into the mitochondria
MNXR100688	Heptadecanoate exchange
MNXR100689	Transport of 5(S)-HPETE, Diffusion
MNXR100690	Arachidonate 12-Lipoxygenase
MNXR100692	Hydroxypyruvate isomerase
MNXR100696	3-(3-hydroxyphenyl)propionate transport via proton symport, reversible
MNXR100697	3-(3-hydroxy-phenyl)propionate exchange
MNXR100698	L hydroxyproline reductase NAD
MNXR100699	L hydroxyproline reductase NADP
MNXR100700	Hydroxypyruvate decarboxylase
MNXR100701	Hydroxypyruvate reductase (NADH)
MNXR100702	HMR 8776
MNXR100703	Hydroquinone transport inout via proton symport
MNXR100704	4 hydroxy retinoic acid demand
MNXR100705	Heparan-N-sulfatase, lysosomal
MNXR100706	Heparan-N-sulfatase, lysosomal
MNXR100707	Heparan-N-sulfatase, lysosomal
MNXR100708	Heparan-N-sulfatase, lysosomal
MNXR100709	Heparan-glucosaminide N-acetyltransferase, lysosomal
MNXR100710	Heparan-glucosaminide N-acetyltransferase, lysosomal
MNXR100711	Heparan-glucosaminide N-acetyltransferase, lysosomal
MNXR100712	Heparan-glucosaminide N-acetyltransferase, lysosomal
MNXR100718	Hydroxysteroid (17-beta) dehydrogenase 4
MNXR100719	Hydroxysteroid (17-beta) dehydrogenase 4
MNXR100720	Hydroxysteroid (17-beta) dehydrogenase 4
MNXR100721	Hydroxysteroid (17-beta) dehydrogenase 4
MNXR100723	17-beta-hydroxysteroid dehydrogenase (type 7)
MNXR100727	3 beta-hydroxysteroid dehydrogenase/delta 5-->4-isomerase type I
MNXR100728	3 beta-hydroxysteroid dehydrogenase/delta 5-->4-isomerase type I
MNXR100729	3 beta-hydroxysteroid dehydrogenase type 1
MNXR100730	3 beta-hydroxysteroid dehydrogenase type 1
MNXR100731	Hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 7
MNXR100732	Hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 7
MNXR100733	Homoserine deaminase
MNXR100734	Homoserine dehydrogenase
MNXR100735	Homoserine dehydrogenase
MNXR100737	Homoserine kinase
MNXR100738	Heparan sulfate proteoglycan protease, lysosome (endosome)
MNXR100739	Heparan sulfate proteoglycan exchange
MNXR100740	HSPMS
MNXR100742	Hydroxylated taxol exchange
MNXR100744	Exchange reaction for 3-hydroxy-tetradecanoyl carnitine
MNXR100745	3-hydroxyacyl-CoA dehydrogenase (3-hydroxyacyl-CoA dehydrogenase (3-oxovaleryl-CoA))
MNXR100750	EX caproic
MNXR100753	Hydrogenase (ubiquinone-8: 2 protons)
MNXR100754	Hydrogenase (menaquinone8: 2 protons)
MNXR100755	Hydrogenase (Demethylmenaquinone-8: 2 protons)
MNXR100756	Hydrogenase (menaquinole, no proton translocation) (periplasm)
MNXR100757	(FeFe)-hydrogenase, cytoplasm
MNXR100759	Ferredoxin NADH linked hydrogenase
MNXR100760	Ferredoxin NADPH linked hydrogenase
MNXR100761	Official Name Ferredoxin hydrogenase
MNXR100762	Hydrolysis (non-enzymatic)
MNXR100763	Hypothetical enyme
MNXR100764	Hypotaurine oxidase
MNXR100766	ISC [2Fe-2S] regeneration
MNXR100767	ISC [2Fe-2S] Synthesis
MNXR100768	ISC [2Fe-2S] Synthesis II
MNXR100769	ISC [2Fe-2S] Transfer
MNXR100770	ISC [4Fe-4S] Reduction
MNXR100771	ISC [4Fe-4S] Transfer
MNXR100774	Isoamyl acetate exchange
MNXR100775	Isoamyl alcohol exchange
MNXR100776	D-myo-Inositol-3,4-bisphosphate 4-phosphohydrolase, nucleus
MNXR100778	Isobutyrate exchange
MNXR100779	Isobutyl acetate exchange
MNXR100780	Isobutyl alcohol exchange
MNXR100782	Isocitrate dehydrogenase (NAD)
MNXR100784	Isochorismate synthase
MNXR100786	Isocitrate transport in via Mg complex
MNXR100787	Isocitrate transport inout via proton symport
MNXR100788	DM icit
MNXR100790	ISC Cysteine desulfuration
MNXR100791	Indole 3 acetaldehyde exchange
MNXR100793	Iodide:hydrogen-peroxide oxidoreductase 3
MNXR100794	Iodide:hydrogen-peroxide oxidoreductase 4
MNXR100796	Isopentenyl-diphosphate Delta-isomerase, chloroplast
MNXR100797	Alpha-L-iduronidase, lysosomal
MNXR100798	Alpha-L-iduronidase, lysosomal
MNXR100799	Alpha-L-iduronidase, lysosomal
MNXR100800	Alpha-L-iduronidase, lysosomal
MNXR100801	L-idonate 5-dehydrogenase
MNXR100802	L-indonate 5-dehydrogenase (NADP)
MNXR100803	L-idonate transport via proton symport, reversible
MNXR100804	L-Idonate exchange
MNXR100805	Exchange of L-iduronate
MNXR100806	Iduronate transport into lysososme
MNXR100809	IDP exchange
MNXR100810	Isopentenyl-diphosphate synthase
MNXR100813	Imidazoleglycerol-phosphate dehydratase
MNXR100815	Transport of L-Isoleucine into the intestinal cells by ATB0 transporter
MNXR100816	Isoleucine dehydrogenase
MNXR100817	Transport of L-Isoleucine by LAT1 in association with 4F2hc, across the apical surface of the memebranes and Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1
